Leading.proteinsPositions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value daf2_d10_eat2_d10;Student's T-test q-value  daf2_d10_eat2_d10; Student's T-test Difference  daf2_d10_eat2_d10;Student's T-test Test statistic  daf2_d10_eat2_d10;Sign p-val: 0.05 
D4YWC3(41);24,9194;25,2759;25,5569;24,4396;20,8252;19,3187;20,7424;20,6136;4,45016;0;4,67296;10,8944;+
D4YWC3(51);20,298;20,6989;18,7604;19,8578;24,0414;23,2599;23,3684;23,8516;3,73062;0,000583333;-3,72653;-8,13072;+
D4YWC3(59);23,5635;23,6958;25,2668;23,9569;23,9589;24,9347;24,7792;24,7218;0,486179;0,210509;-0,477906;-1,06834;
D4YWC3(68);20,9155;19,6688;18,7436;20,1855;25,0168;22,7489;23,5382;24,3993;3,01758;0,00112414;-4,04742;-6,005;+
D4YWC3(69);17,4007;21,2768;18,4233;18,9902;22,0108;20,7942;21,9539;25,7404;1,42738;0,0211088;-3,6021;-2,66291;+
D5MCN2(642);19,407;18,8618;17,4297;18,7985;21,1054;19,6121;21,0601;21,4013;2,01234;0,00642263;-2,17048;-3,73146;+
D5MCQ2(258);19,579;19,5669;20,1508;20,3804;21,0324;20,305;20,7311;21,2944;1,68549;0,01237;-0,921433;-3,11826;+
O17698(246);23,0172;23,0852;22,3995;22,8542;21,2444;19,3065;21,5333;20,9985;2,12358;0,00531541;2,06835;3,95163;+
D5SGZ9(55);19,935;18,4787;20,805;19,5039;21,3976;20,1255;20,0957;20,2174;0,646635;0,137897;-0,778379;-1,35034;
D5SGZ9(7);19,6082;19,2474;20,6448;19,3938;21,0542;19,9669;19,7995;20,951;0,785371;0,0947227;-0,719359;-1,58562;
D5SGZ9(3);19,1052;20,1635;19,878;19,4577;21,7452;20,2396;19,7755;19,6621;0,629788;0,143241;-0,704485;-1,32134;
D6R8W5(331);18,7703;19,1535;20,9391;18,0989;21,4066;20,4052;21,1861;21,2875;1,52181;0,0171584;-1,8309;-2,82705;+
D6VPA0(272);19,9202;21,212;20,5429;18,8169;25,4788;24,3411;25,1425;21,151;1,89867;0,0080311;-3,90532;-3,51283;+
D7SFI3(84);17,9935;21,0319;19,2685;19,2352;20,5175;18,5403;21,6985;20,5181;0,467517;0,22208;-0,93633;-1,0345;
D7SFI3(114);25,5369;23,8362;24,4944;23,9303;20,1356;20,356;21,7148;21,1298;3,29901;0,000889868;3,6154;6,78248;+
D7SFI3(13);21,6348;21,0191;19,7536;20,7659;20,2683;19,922;20,0086;19,8927;0,987232;0,0567309;0,770465;1,92198;
D7SFP5(20);20,8448;20,0817;19,2722;19,4476;21,6512;21,2143;21,8261;20,8225;1,88036;0,00818697;-1,46697;-3,47819;+
D7SFP5(70);17,5361;20,6916;20,4381;20,0837;21,2036;21,166;21,5705;19,3383;0,606144;0,151917;-1,13223;-1,28044;
D7UU24(368);23,8706;24,1351;22,1479;23,6812;21,9611;21,138;20,075;20,4457;2,23892;0,00454335;2,55379;4,18695;+
D7UU24(370);20,8144;18,4134;19,781;19,9008;20,816;20,0873;20,2643;20,2662;0,568131;0,166843;-0,63101;-1,21413;
Q9U3I3(603);21,4202;18,3918;20,6223;18,1174;21,698;19,9376;19,6743;21,4237;0,494852;0,2056;-1,04548;-1,08398;
D9PTP5(209);21,3794;18,8338;20,6033;17,5842;22,7973;22,9719;24,6081;24,7735;2,22961;0,00461627;-4,18755;-4,16769;+
D9PTP5(210);17,9506;19,7131;18,6295;21,321;22,7973;22,1919;22,3804;23,9722;2,19796;0,00494294;-3,43189;-4,10253;+
D9PTP5(190);19,5957;19,3379;18,9544;17,9852;21,3622;19,2111;20,0698;21,0408;1,28018;0,029553;-1,45267;-2,41161;+
E0AHE1(13);20,1349;20,1904;20,0307;20,1971;20,5217;19,3192;20,7679;20,4485;0,147994;0,598813;-0,126054;-0,388264;
Q20396(252);15,9964;17,8043;21,2685;21,0347;25,0589;24,8991;25,7743;25,6437;2,54885;0,00208134;-6,31798;-4,85896;+
E1B6S4(182);20,6258;20,4695;21,9238;21,3326;23,2166;22,5892;22,6245;25,0585;1,84249;0,00907008;-2,28425;-3,40698;+
E1B6U2(28);17,0725;18,9573;20,6576;18,8332;24,1822;23,1883;23,9172;24,5745;3,18192;0,00104142;-5,0854;-6,45004;+
E1B6W0(690);27,2381;26,8045;26,578;24,9293;27,0429;26,9682;27,715;25,5443;0,259032;0,413877;-0,430117;-0,63188;
E3W743(373);18,6645;20,7213;21,2922;18,8309;23,4785;22,5451;22,2794;22,9017;2,19934;0,00490637;-2,92391;-4,10537;+
E3W743(720);18,4775;18,9932;20,8103;18,1296;20,5711;19,3733;21,3114;21,0815;1,04138;0,0494197;-1,48167;-2,01192;+
E3W743(803);19,8285;19,7918;19,6294;19,39;21,9722;21,2444;18,8298;17,4473;0,0723893;0,782437;-0,213469;-0,202165;
E3W743(764);18,773;18,6659;20,0928;21,7184;21,0424;20,5026;21,4125;20,691;0,724975;0,11144;-1,09964;-1,48386;
E3W743(841);20,7093;18,9693;19,5361;18,5408;20,2654;19,2622;21,0751;20,4301;0,653751;0,135348;-0,819359;-1,36256;
E3W743(761);19,6282;19,2707;19,3264;18,3824;21,371;20,6411;20,6673;20,2437;2,35525;0,00373223;-1,57884;-4,43209;+
E3W743(1340);20,4687;20,4992;20,3174;18,9461;21,3927;20,7671;21,0962;21,1604;1,4213;0,021496;-1,04623;-2,65244;+
E3W743(1261);23,3773;23,338;24,9005;24,8805;20,4159;20,996;21,7019;19,666;2,83724;0,00133131;3,42914;5,54363;+
E3W743(1269);19,1064;20,3805;20,1043;18,0409;20,8204;21,4409;18,7951;20,5006;0,596443;0,155375;-0,981224;-1,26358;
E3W743(785);18,8876;20,0899;19,7579;20,2252;20,0389;20,327;21,0417;19,6274;0,574583;0,16431;-0,518625;-1,22543;
E3W743(874);18,5906;17,2189;21,4308;20,441;21,1276;21,52;19,9632;19,6248;0,498202;0,203518;-1,13857;-1,09001;
E3W743(745);21,1462;19,481;21,7535;18,0375;20,9533;21,2277;21,0674;19,8928;0,323601;0,337504;-0,680761;-0,762469;
E3W743(369);25,3574;24,871;25,8299;23,3398;24,8303;23,2406;22,5627;26,9486;0,15624;0,581996;0,453957;0,407406;
E3W743(971);20,5952;19,2544;20,7888;18,9127;23,0994;20,8578;22,7501;20,5856;1,29077;0,0287048;-1,93544;-2,42952;+
E3W759(44);20,0027;18,087;21,1002;19,7556;21,006;20,2356;19,6376;21,0252;0,474156;0,218592;-0,739728;-1,04657;
Q21162(96);17,0183;20,2579;19,0157;19,9134;20,4125;20,9919;20,1365;20,7898;1,05734;0,0481771;-1,53133;-2,03846;+
Q21162(35);19,7342;18,0149;20,5729;18,7108;21,8611;20,4563;19,7144;21,3679;1,12842;0,0401488;-1,59172;-2,15683;+
Q21162(77);21,4313;17,9284;20,1424;20,936;25,6598;24,5876;26,5991;26,3522;3,14747;0,00111027;-5,69018;-6,3547;+
Q21162(69);18,5369;19,9099;19,3516;18,9559;25,5786;26,6759;25,3105;24,6104;4,74243;0;-6,35528;-12,2412;+
F5GU98(1033);21,4636;21,0528;20,1866;19,1434;21,6326;20,9995;20,4899;21,3964;0,542651;0,179036;-0,668019;-1,16925;
F5GU98(595);18,914;20,228;18,8399;19,8452;29,0581;28,6953;28,833;25,3364;3,97239;0,000524272;-8,52394;-8,98055;+
F5GU98(474);23,6995;23,8167;25,7271;23,6667;20,8372;20,395;20,469;20,1997;3,4524;0,000797927;3,75228;7,23864;+
F5GU98(989);20,0462;20,25;21,1885;20,2063;23,8003;23,1075;23,6058;27,0348;2,27251;0,00438469;-3,96437;-4,2569;+
F5GU98(932);17,8846;19,7364;20,4245;20,6809;21,7716;21,3662;20,3378;21,3412;1,13711;0,0394021;-1,52259;-2,17135;+
F5GUH0(79);24,0155;26,0796;24,716;24,8224;25,4083;24,8316;24,7288;22,8805;0,263267;0,407942;0,446075;0,640654;
F5GUH0(108);23,3263;21,9731;24,3322;24,3102;24,2132;24,3688;25,0392;24,0397;0,767883;0,0994853;-0,929769;-1,55624;
F5GUH0(115);18,6348;21,1889;21,3619;18,4258;25,0425;23,5921;24,0249;25,3588;2,66632;0,00200786;-4,60173;-5,1304;+
F5GUH5(198);19,4253;18,8748;21,6512;19,319;21,786;21,325;20,4004;19,5194;0,545384;0,177694;-0,940124;-1,17408;
F5GUH5(200);20,1357;19,8875;19,9129;19,898;22,1746;22,106;23,2125;21,7074;3,43027;0,000781726;-2,34158;-7,17133;+
F5GUH5(169);19,6449;21,3434;21,6853;18,5486;19,6649;19,5664;21,8065;19,7986;0,0366704;0,886337;0,0964522;0,10601;
F5GUH5(171);24,6526;23,8453;24,7385;25,0483;21,6614;20,1857;21,0012;21,3633;3,86536;0,000433735;3,51829;8,59529;+
F5GUH5(249);24,3432;23,7371;22,8701;25,1173;23,447;22,021;23,0596;23,2056;0,974974;0,0583044;1,08366;1,90162;
F5GUH5(251);19,2584;18,5372;18,2415;19,4228;22,4922;23,2017;22,7273;22,534;4,66397;0;-3,87382;-11,8653;+
F5GUH5(311);18,7695;17,2464;21,2646;20,7537;21,6796;20,9741;19,8355;20,5693;0,589738;0,158681;-1,25608;-1,25191;
F5GUH5(313);20,5686;17,8371;19,9804;21,305;21,7716;21,5214;20,6574;20,3461;0,677886;0,126909;-1,15134;-1,40385;
F5GUH5(209);22,9064;23,1693;22,4244;24,8091;21,7432;19,9116;20,8119;19,822;2,15669;0,00522456;2,75512;4,01843;+
F5GUH5(20);23,9142;23,4099;25,5335;23,8677;22,7463;23,971;23,5518;25,4282;0,132783;0,631389;0,257033;0,352415;
F5GUH5(340);19,4086;16,8476;19,7166;18,4745;22,6564;21,6212;22,3422;22,6022;2,76848;0,00174359;-3,69369;-5,3747;+
F5GUH5(351);19,7795;19,5408;19,0852;20,9042;18,8293;20,5273;20,3828;20,4852;0,15554;0,583148;-0,228739;-0,405788;
F5GUH5(178);19,8735;18,7766;20,2799;21,6999;20,8449;21,7055;20,883;20,4;0,564937;0,168391;-0,800888;-1,20852;
F5GUH5(180);25,1151;23,4373;23,6979;24,8075;22,636;22,6672;22,4652;22,7947;2,09827;0,00546127;1,62371;3,90098;+
F5GUH5(49);22,9875;22,7485;23,0157;20,5351;21,2805;19,3518;20,9873;19,7246;1,39531;0,022967;1,98564;2,60773;+
F5GUH5(282);21,1496;19,856;19,5691;20,6817;20,8338;21,472;20,5808;19,9363;0,347572;0,315371;-0,39163;-0,809392;
F5GUH5(189);21,5696;22,6895;22,4031;24,5136;21,4858;19,618;21,8693;21,2958;1,13695;0,0394045;1,72676;2,17107;+
F5GUH5(11);24,0999;24,049;22,7398;25,3301;21,9971;21,28;22,9369;23,0593;1,37422;0,0238695;1,73634;2,57157;+
F5GUH5(76);19,4223;21,2714;19,7145;17,8999;21,728;20,1696;21,0936;21,0676;0,966743;0,0591509;-1,43767;-1,88795;
F5GUH5(87);19,9479;16,966;19,2046;18,7799;19,9818;21,1377;19,8185;21,5478;1,32251;0,0268021;-1,89683;-2,48337;+
F5GUH5(218);20,5371;18,7632;17,6052;19,7872;21,5028;20,3416;21,886;19,6792;1,06884;0,0469584;-1,67922;-2,05759;+
F5GUH5(40);23,8755;23,73;23,2011;22,9798;23,1614;22,9686;23,1971;20,5149;0,699664;0,120106;0,986094;1,44094;
F5GUH5(58);16,2083;21,4374;19,2534;19,1642;22,7409;23,0439;22,9925;24,1969;2,03214;0,00625615;-4,22773;-3,7702;+
F5GUH5(123);21,6371;21,0727;19,9531;19,8066;20,9946;20,4929;21,1237;21,4663;0,356799;0,305874;-0,402022;-0,827258;
F5GUH5(136);23,6251;24,0908;24,8442;23,4624;23,2797;23,0881;23,6956;22,2436;1,11608;0,0416049;0,928855;2,13625;+
F5GUH5(160);21,7504;22,4571;22,5126;21,3182;22,2295;22,3028;23,9641;23,6982;0,990803;0,0560383;-1,03908;-1,92791;
F5GUH5(273);18,4423;17,849;20,7101;19,9441;20,5506;20,8002;21,3018;21,3421;1,36857;0,0243498;-1,76228;-2,56191;+
F5GUH5(138);26,6019;24,4589;25,344;26,9106;25,6856;23,1551;24,5563;22,5573;1,05456;0,0484191;1,8403;2,03383;+
F5GUH5(375);23,9062;25,2241;24,8943;24,5963;21,0718;21,3705;20,1624;18,6527;3,18549;0,00104762;4,34089;6,45997;+
F5GUH5(29);19,021;21,4618;19,9245;19,4482;20,5097;19,2598;19,985;20,7464;0,0940688;0,723909;-0,161317;-0,257698;
F5GUH5(107);18,4688;20,1936;19,6363;18,7366;21,2945;18,797;20,3489;20,9265;0,789425;0,0940232;-1,08289;-1,59243;
F5GUH5(364);19,1603;17,9764;20,055;20,1121;21,0259;19,9321;19,4678;20,2406;0,679588;0,126281;-0,840683;-1,40675;
F5GUH5(355);21,2752;21,6962;20,8321;22,6022;20,8603;20,0565;21,0867;20,8103;1,06222;0,0478842;0,897972;2,04658;+
F5GUH5(236);21,8849;21,7895;23,7679;23,4255;22,583;21,1796;23,3115;22,0721;0,258997;0,413816;0,430403;0,631807;
F5GUH5(94);20,2073;18,349;19,8639;20,6244;19,3095;21,2785;21,7548;20,4126;0,599625;0,154413;-0,92768;-1,26912;
G1K0V8(71);18,9837;19,3131;19,3069;17,8307;19,2475;21,4985;19,9723;19,1706;0,871237;0,0765599;-1,11361;-1,72915;
G1K0V8(72);20,2815;19,9366;19,379;19,3312;21,87;19,9593;21,692;19,529;0,802829;0,09127;-1,03049;-1,6149;
Q1ZXU6(614);24,9926;24,8569;24,3006;25,4364;27,4105;27,5245;27,7932;26,6016;3,37835;0,000857143;-2,43585;-7,01541;+
G3MU14(260);19,383;19,616;19,1157;18,5437;24,3851;23,2318;24,0868;21,6718;3,17145;0,00102724;-4,17926;-6,42095;+
G3MU81(396);19,3363;20,5608;17,4277;18,6416;21,0256;20,0924;21,1434;20,4903;1,28896;0,0289014;-1,69631;-2,42646;+
G3MU88(76);19,6873;18,1776;19,1534;16,6644;20,2315;20,8807;21,0706;18,3942;0,980965;0,0576358;-1,72357;-1,91157;
G3MU88(361);20,397;18,7045;21,274;19,117;21,0555;20,1265;21,3889;20,8569;0,746091;0,105879;-0,983805;-1,51954;
G4RTI0(155);20,118;19,5876;17,9983;18,0685;21,9839;21,1742;20,5383;21,2901;2,02654;0,00637112;-2,30349;-3,75923;+
G4S034(2016);23,2707;22,3261;22,6091;22,3997;24,6493;23,8398;22,2937;21,6693;0,26406;0,406965;-0,46162;-0,642294;
G4S034(1135);20,0532;18,9522;17,5169;20,5245;23,6352;22,1954;24,1979;21,9873;2,31771;0,004;-3,74225;-4,35211;+
G4S034(458);21,0008;19,1017;19,1657;21,6497;25,6433;23,4892;24,7416;23,5449;2,60226;0,00207;-4,12526;-4,98116;+
G4S034(461);20,5386;19,7518;19,5038;19,1545;23,2801;22,0795;22,2808;21,0165;2,34913;0,0038193;-2,42705;-4,419;+
G4S1A4(58);18,8014;18,9725;19,8516;19,5107;20,7735;20,9602;20,7048;21,3156;2,99635;0,00117888;-1,65447;-5,94927;+
G4S1A4(210);25,5171;24,8915;25,3217;24,0163;27,42;26,3162;27,3741;28,1204;2,4987;0,00253998;-2,37101;-4,74601;+
G4S1A4(130);19,7816;20,208;20,2512;21,2761;21,1023;21,2539;20,8424;19,8816;0,386384;0,281236;-0,390821;-0,883859;
G4S1A4(139);17,2266;20,3134;18,5415;20,184;19,8132;21,4034;20,9491;19,9845;0,900679;0,0706089;-1,47117;-1,77816;
G4S1A4(63);21,046;19,5934;18,0272;21,1281;21,4401;20,0601;21,1771;20,7819;0,536912;0,18214;-0,916122;-1,15909;
G4S1A4(3);20,5729;21,5684;20,9063;17,8807;20,6017;20,9969;20,0707;19,232;0,00251745;0,992961;0,00676537;0,00755088;
G4S3P8(307);19,0727;20,7407;20,8637;18,895;24,4314;23,938;24,1683;23,3203;3,38918;0,000865385;-4,0715;-7,04771;+
Q20314(82);19,2786;20,0463;20,2142;21,0034;20,7303;20,8137;20,6333;21,0189;0,930002;0,0650153;-0,663426;-1,82692;
G4SI07(405);18,883;16,8459;19,464;21,2776;21,3425;19,9169;21,572;21,0847;0,968717;0,0590454;-1,86138;-1,89123;
G4SI07(267);19,808;21,0125;21,1213;18,7006;21,7031;20,217;22,6431;26,2076;0,922502;0,0660368;-2,53211;-1,81445;
G4SL51(394);25,6637;27,4767;26,6456;27,0232;23,0649;24,0659;22,4;25,6043;1,97807;0,00689813;2,91852;3,6649;+
G4SLH0(5002);20,7389;20,2464;21,2247;20,4517;22,9139;22,476;22,9992;22,4683;3,70592;0,000569492;-2,04889;-8,04794;+
G4SLH0(5714);21,1135;19,6667;19,2528;19,6496;21,4225;20,883;20,3487;21,2938;1,18081;0,0361031;-1,06635;-2,2444;+
G4SLH0(4662);18,6135;18,5262;19,4155;20,7981;21,4188;21,3908;21,5906;18,9543;0,930925;0,0647793;-1,50033;-1,82845;
G4SLH0(12613);20,1106;19,8625;18,7349;21,6625;20,0305;20,8962;21,5652;21,4413;0,604943;0,15224;-0,890661;-1,27835;
G4SLH0(4770);23,1634;22,3226;24,881;23,4738;24,0232;24,2058;25,7332;25,5777;1,06346;0,04785;-1,42479;-2,04864;+
G4SLH0(5877);19,4341;21,4325;18,7751;19,5136;21,5074;20,5347;20,928;20,6755;0,935726;0,0641949;-1,12259;-1,83643;
G4SPY1(23);19,5784;19,2609;18,1925;18,86;25,1092;23,3021;23,3497;25,9035;3,57091;0,000618076;-5,44317;-7,60801;+
G4SRU7(40);22,1183;23,6321;23,6702;22,4972;24,294;23,215;23,2031;27,3128;0,709501;0,116473;-1,52675;-1,45764;
G5EBF0(9);21,2772;21,5322;19,3979;20,3233;21,5645;21,0207;21,5325;21,173;0,655844;0,13448;-0,689991;-1,36614;
G5EBF3(141);19,1567;17,5539;19,1525;19,3951;20,953;21,259;21,0832;20,9878;2,71792;0,00194022;-2,25624;-5,2528;+
G5EBF3(43);19,5532;20,9696;19,1154;20,0803;20,3221;21,0121;18,2571;19,2428;0,113113;0,676295;0,221104;0,304953;
G5EBF3(46);16,0262;20,0881;18,9935;18,5251;20,21;20,4909;19,9259;19,3377;0,896672;0,0714419;-1,5829;-1,7715;
G5EBF3(58);19,4914;19,4105;18,7551;20,4124;21,2582;19,808;21,634;20,3556;1,22356;0,0330468;-1,24657;-2,31614;+
G5EBF3(74);19,6968;20,5307;21,1939;19,7079;21,8744;21,3014;21,0512;20,5618;1,04667;0,0490891;-0,914893;-2,02072;+
G5EBF3(88);18,7072;19,0971;20,1016;19,167;24,7662;24,3367;24,7177;21,1204;2,53485;0,0023026;-4,46702;-4,82724;+
G5EBF3(27);19,1679;18,1934;19,8085;17,4337;21,9906;21,4411;20,2696;21,5749;2,22708;0,00460305;-2,66818;-4,16246;+
G5EBF3(21);19,3663;20,4149;19,651;19,1508;25,103;23,9145;24,4421;23,7156;4,51753;0;-4,64808;-11,1921;+
G5EBF3(130);23,5307;24,891;24,4479;21,6852;20,5829;20,2487;21,2415;20,9796;2,08292;0,00563557;2,87552;3,87042;+
G5EBF3(134);19,0698;18,9359;18,9797;20,861;22,5338;21,9166;21,2323;22,9916;2,37993;0,0034536;-2,70699;-4,48516;+
G5EBF3(79);20,3518;17,7038;21,0571;20,0677;24,6522;23,1314;25,3758;23,7184;2,62038;0,00210687;-4,42435;-5,02307;+
G5EBF4(346);21,2266;18,0654;21,5392;19,1241;24,0524;23,6398;23,246;20,9329;1,46941;0,0191807;-2,97894;-2,73565;+
G5EGE0(1033);19,9349;19,4775;18,7068;20,2126;21,2036;21,5314;20,9069;20,7849;2,21193;0,00478417;-1,52375;-4,13122;+
G5EBI0(163);20,4936;18,7133;19,9118;18,7953;23,8344;22,8864;23,8078;25,7474;3,08533;0,00105797;-4,5905;-6,18552;+
G5EBJ9(424);21,2169;20,8376;20,3907;21,9402;20,8847;21,3552;21,0372;21,0042;0,0259449;0,91694;0,026022;0,0758438;
G5EBJ9(223);21,582;18,7845;20,7744;18,806;21,0161;21,6608;22,294;22,0256;1,22605;0,0329073;-1,7624;-2,32033;+
G5EBJ9(271);19,474;18,8055;21,4646;20,142;20,4075;19,4298;19,0337;21,4297;0,0463711;0,857297;-0,103625;-0,132753;
G5EBJ9(414);18,1482;19,5514;19,5007;18,9211;20,7013;20,3685;21,2592;21,3963;2,47095;0,00266213;-1,90095;-4,68422;+
G5EBJ9(45);19,2397;20,8066;20,0456;20,4606;20,5891;19,1029;20,2003;21,2874;0,101457;0,705773;-0,156805;-0,276191;
G5EBK3(318);18,2886;19,6568;18,8652;19,866;21,0461;19,3552;21,1366;20,9448;1,38987;0,0231552;-1,45152;-2,59838;+
G5EBK3(324);21,3314;22,3795;21,9224;22,8625;22,9729;22,9496;24,2634;22,7268;1,21906;0,0334484;-1,10423;-2,30858;+
G5EBK3(402);19,8091;19,8724;19,6748;21,7472;21,047;19,458;21,4837;20,2791;0,169745;0,555073;-0,291042;-0,438342;
G5EBK3(308);19,9409;18,5251;18,4834;19,599;19,8521;19,5987;21,6138;20,7857;1,17691;0,0365032;-1,32548;-2,23787;+
G5EBK3(375);20,2795;19,1609;18,0215;20,2591;19,4302;21,2923;21,2722;19,5308;0,600861;0,153739;-0,951123;-1,27127;
G5EBK3(164);19,4155;20,8177;20,086;20,0761;25,6878;23,4731;24,7889;22,7708;2,90654;0,00119489;-4,08132;-5,71772;+
G5EBK3(501);19,5109;17,9211;18,3397;18,229;23,893;22,6305;24,309;24,8158;4,05522;0,000590164;-5,41186;-9,28904;+
G5EBN9(17);20,8184;21,5817;22,8748;21,071;24,3889;23,3178;24,1556;24,3386;2,48992;0,00257045;-2,46376;-4,72639;+
G5EBN9(582);19,7159;20,4045;21,5003;19,8994;24,7458;23,9173;24,9731;24,5981;3,99647;0,000534653;-4,17854;-9,06927;+
G5EBN9(15);23,3611;23,7678;24,1698;24,5002;25,6538;24,9197;26,5419;22,5275;0,488807;0,208794;-0,960989;-1,07309;
G5EBN9(593);19,1535;18,8729;19,1713;19,0133;23,5808;22,0858;22,5695;23,3721;4,43486;0;-3,84929;-10,8277;+
G5EBP5(373);24,3868;26,3051;26,4118;25,6002;23,3129;24,0671;23,5841;20,8862;1,72871;0,0111847;2,71338;3,19677;+
G5EBP5(389);19,8556;18,9731;20,9229;19,6429;22,9349;22,8058;23,294;22,6956;3,45906;0,000806283;-3,08396;-7,25899;+
G5EBP5(374);24,3082;25,1113;24,4111;24,9267;20,8087;20,9487;21,3205;20,8401;5,46665;0;3,70983;16,2832;+
G5EBP5(380);18,832;18,7296;18,5765;18,1391;21,0811;19,8883;19,9362;20,8305;2,80207;0,0016839;-1,86476;-5,45676;+
G5EBP5(382);27,3107;25,4336;26,7182;26,9311;25,3888;25,3318;25,2015;22,6762;1,34166;0,0260059;1,94885;2,51597;+
G5EBP5(2302);18,697;19,2191;19,641;20,5055;21,6863;20,3734;20,1358;19,6781;0,826263;0,0849658;-0,95274;-1,65411;
G5EBP5(466);19,8991;19,931;19,3042;20,0455;21,5438;21,5422;21,3494;20,1724;1,98255;0,00689508;-1,35696;-3,67358;+
G5EBP5(2148);23,663;24,6378;24,1106;25,1182;21,705;21,0318;21,6449;21,1821;3,80007;0,000398524;2,99146;8,36738;+
G5EBP5(2595);19,8311;19,8219;19,9683;20,21;21,3027;19,9972;20,9164;20,9111;1,52139;0,0172114;-0,824036;-2,82631;+
G5EBP5(450);26,8566;26,247;26,5214;25,8623;23,4071;24,8626;25,2299;23,0314;2,08478;0,00565035;2,23907;3,87412;+
G5EBP5(451);25,6911;25,5124;25,7176;25,8623;24,8628;24,0739;24,5408;21,2488;1,28911;0,0289181;2,01427;2,42671;+
G5EBP5(457);24,1436;24,4023;25,6035;24,1682;20,8864;20,1457;19,2162;21,5231;3,317;0,00090991;4,13654;6,83476;+
G5EBR3(393);20,6917;19,667;20,9969;18,6023;21,4963;19,738;21,6086;19,8313;0,400581;0,269173;-0,679069;-0,910676;
G5EBR3(400);20,3992;18,2401;18,8722;20,5967;21,8245;20,3763;20,308;20,7154;0,970837;0,0587733;-1,279;-1,89475;
G5EBT8(502);19,8701;19,2024;18,3329;19,0631;24,6082;24,4383;24,1686;20,6416;2,32281;0,00396764;-4,34702;-4,36292;+
G5EBV4(134);19,223;20,1598;18,6574;19,4504;21,6065;19,5048;20,6125;21,5497;1,3195;0,0269894;-1,4457;-2,47826;+
Q965J2(370);23,5279;23,7883;22,6931;22,7008;27,0677;25,1913;26,4964;20,9211;0,576296;0,16385;-1,74161;-1,22843;
G5EBY4(5);21,6231;16,6072;20,0456;18,3364;24,4757;23,6561;23,9576;25,6188;2,39947;0,00342978;-5,27397;-4,52745;+
G5EBY6(95);19,5209;19,937;20,3657;20,9115;21,8873;20,5915;21,6154;18,3148;0,190032;0,517542;-0,418458;-0,483907;
G5EBZ4(1639);19,6348;19,6605;19,6713;19,2814;20,6994;21,2662;21,3937;21,4434;3,80765;0,000402985;-1,63868;-8,39357;+
G5EC03(588);20,8589;20,7572;18,7835;18,4423;21,0583;21,9525;21,4757;24,3628;1,36827;0,0243737;-2,50187;-2,5614;+
G5EC05(772);19,6124;20,7033;20,5792;19,2461;34,4153;34,8092;34,2996;34,2517;7,64631;0;-14,4087;-37,8857;+
G5EC10(58);20,8439;20,9584;20,1496;20,7502;21,4433;21,163;21,8903;18,8083;0,0759908;0,773165;-0,150675;-0,211527;
G5EC10(60);20,1117;19,0319;20,6431;17,8842;20,0657;21,2359;21,7458;18,0869;0,369507;0,295333;-0,865841;-0,851695;
G5EC43(577);19,5896;20,0715;19,9934;18,3074;25,3832;23,9072;24,3774;23,6902;3,90422;0,000463519;-4,84903;-8,73343;+
I2HAI6(177);23,9327;25,7069;24,505;25,53;22,3683;22,9319;23,4946;23,7558;1,84172;0,00910843;1,781;3,40556;+
I2HAI6(91);18,382;20,4063;20,8599;19,542;21,3436;21,4698;21,0432;20,3718;1,09821;0,0436619;-1,25955;-2,10647;+
I2HAI6(8);19,5728;19,6978;19,8276;19,531;21,7048;21,0634;21,199;20,4517;2,79359;0,00165939;-1,44743;-5,43597;+
G5EC78(67);24,4604;23,0939;24,1475;24,2623;26,6775;26,0341;25,9795;25,2036;2,43935;0,00300221;-1,98264;-4,6145;+
G5EC78(58);19,3767;21,3885;21,7038;18,5183;25,8113;26,0341;26,206;27,4773;3,42152;0,00076808;-6,13535;-7,14487;+
G5EC78(18);21,8606;19,688;20,0177;20,0858;21,4715;20,6103;21,4574;20,4987;0,487902;0,209495;-0,596457;-1,07145;
G5EC86(246);18,4443;21,1569;19,3142;21,1493;19,1103;20,9752;21,0936;18,4913;0,036017;0,887516;0,0985522;0,104191;
G5EC91(115);23,2611;22,3121;24,1285;23,3096;27,0115;26,4194;26,5894;23,9489;1,88482;0,00823112;-2,73948;-3,48661;+
G5EC91(102);17,2043;18,7445;18,8579;19,8602;21,2945;21,3099;21,5682;20,2852;2,13094;0,00534896;-2,4477;-3,96644;+
G5EC97(108);17,8614;19,6313;19,8448;17,9777;24,7823;24,2241;24,5014;25,196;4,31506;0,000466667;-5,8471;-10,319;+
G5EC97(433);20,9128;19,9934;20,3753;19,4851;25,1875;24,3978;25,2708;23,493;3,85969;0,000432;-4,39565;-8,57526;+
G5EC97(208);18,8195;20,1626;19,2275;19,561;21,0722;20,9022;21,3118;21,5347;2,85269;0,001149;-1,76259;-5,58211;+
G5EC98(320);19,4373;18,5839;19,527;18,0875;21,8578;21,0123;20,2639;21,4795;2,43332;0,00297919;-2,24448;-4,60127;+
G5ECC7(202);20,5345;17,3388;21,4347;19,0084;23,5901;23,214;23,3201;23,2283;2,22652;0,00459429;-3,75904;-4,1613;+
