ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value daf2_d15_eat2_d15; Student's T-test Difference daf2_d15_eat2_d15;Student's T-test Test statistic daf2_d15_eat2_d15;Sign p-val: 0.05 
A8WHT8;15,9261;15,8466;16,434;15,8211;14,3091;15,1863;14,4891;14,7059;2,86202;0,000263053;1,33437;5,60543;+
A8WIT0;13,984;14,4645;14,5739;13,874;14,8063;15,0393;14,5079;15,1609;1,56692;0,00524464;-0,654503;-2,90641;+
A8WJ47;14,5042;15,3782;14,5013;15,3233;14,8109;15,5414;13,3514;13,8669;0,4369;0,117166;0,534067;0,978363;
A8XJ46;12,2937;11,58;11,7251;11,8351;14,7184;14,8622;14,5253;14,1913;4,86023;8,29E-05;-2,71582;-12,8266;+
A9CZN9;14,2146;13,1544;14,5077;14,4678;14,9249;14,4406;14,7667;15,3111;1,10712;0,0170357;-0,77468;-2,12131;+
A9D0C6;13,995;13,5158;12,9306;13,2305;15,1008;15,6495;15,0623;14,7642;2,98162;0,000214136;-1,72625;-5,91081;+
A9D2X7;17,0325;15,6411;17,5124;17,3968;17,48;16,9874;17,6836;17,0912;0,395386;0,135792;-0,414835;-0,900888;
A9D4S6;12,9999;12,141;13,1681;12,821;16,0075;16,9219;16,6293;16,3096;4,75296;7,55E-05;-3,68458;-12,2925;+
A9QY28;17,7188;17,518;17,4603;17,5216;14,8927;15,3413;14,1751;14,4255;4,4224;0,000113101;2,84602;10,7738;+
A9UJN4;13,7278;14,827;14,7624;14,6;16,5952;16,3914;16,2982;16,6937;3,51917;0,000134242;-2,01533;-7,44488;+
A9UJN7;16,0029;16,0209;15,5035;15,813;17,8579;18,2199;17,8032;17,788;4,93531;8,85E-05;-2,0822;-13,2133;+
A9UJP1;12,4381;13,3186;13,4707;13,236;14,708;15,2566;14,8628;14,8993;3,38097;0,000154523;-1,81583;-7,02324;+
A9Z1J8;14,6689;14,7456;14,2943;15,8741;14,9251;15,1912;15,037;14,5508;0,0283074;0,827113;-0,0302944;-0,0825444;
A9Z1L6;14,4044;13,9259;13,3902;13,7133;14,2365;15,2152;14,9493;14,9987;1,78374;0,00289422;-0,991475;-3,29777;+
B0M0L9;14,7081;15,7549;14,512;15,0412;14,9903;15,3629;14,5287;14,4826;0,185706;0,323814;0,16289;0,474277;
B0M0N9;9,77481;11,9945;11,7347;11,8205;13,9504;14,9346;14,2388;13,3785;2,41114;0,000655556;-2,79444;-4,55281;+
B1GRJ8;11,8056;11,9138;11,7407;12,0543;14,7313;15,514;14,9426;14,3934;4,75712;7,58E-05;-3,01671;-12,3129;+
B1GRK5;16,7119;15,975;15,1193;16,0961;14,5776;15,0198;14,6069;14,923;1,86403;0,00236703;1,19376;3,4474;+
B1GRL0;14,3402;16,1052;13,7766;14,4037;16,9741;17,321;16,1014;16,6465;2,00546;0,00197378;-2,10437;-3,71806;+
B1GRL5;12,0734;12,0534;11,7527;11,7332;14,7963;14,6621;14,9774;14,3701;5,68203;0,000229008;-2,79829;-17,7129;+
B1Q241;11,9673;11,9419;11,765;12,0534;14,9913;15,2612;14,9342;15,4788;6,3658;0;-3,23445;-23,1061;+
B1Q250;16,7255;16,8912;16,9778;16,6827;18,0699;18,1958;17,4791;18,2811;3,06193;0,000221933;-1,18717;-6,12271;+
B1Q254;13,7459;13,5908;13,8251;13,7747;16,693;17,3416;16,52;17,1721;5,41234;0,000153846;-3,19755;-15,9406;+
B1Q273;22,568;22,2263;20,6158;21,3815;18,7074;18,076;18,1411;18,2092;3,50436;0,000133195;3,41447;7,39873;+
B1V898;14,8705;15,7066;15,1552;14,8473;14,86;15,2344;14,1178;15,4095;0,285196;0,208063;0,239484;0,685595;
B1V8A0;16,5005;16,6488;16,2658;16,1537;17,7561;17,6988;17,675;17,4706;4,19249;9,47E-05;-1,25794;-9,82104;+
B2D6L4;14,1406;15,1518;14,6364;14,3952;15,0405;15,1033;14,9562;14,4606;0,552519;0,0806086;-0,309136;-1,18667;
B2D6L8;12,2209;12,0471;11,7263;12,0835;15,0454;14,1054;14,7059;15,1988;4,33292;0,000104621;-2,74443;-10,3934;+
B2D6L9;12,2769;12,0666;11,4002;12,012;17,4085;18,9534;18,8462;19,2329;5,22666;0,000122449;-6,67133;-14,8208;+
B2D6P1;15,9483;15,8675;16,1066;16,2368;17,0642;17,673;17,2134;17,6937;3,5727;0,000138229;-1,37127;-7,61371;+
B2FDA8;14,0905;14,8382;14,3363;16,7001;16,1521;16,9569;16,4016;16,5737;1,32681;0,00935236;-1,52983;-2,49068;+
B2MZA9;13,1325;13,5858;13,1848;13,1494;14,3777;14,5764;14,5429;14,7363;4,21381;9,62E-05;-1,29522;-9,90608;+
B3CJ34;15,3476;15,2937;15,6422;15,8263;18,3538;17,9968;18,1898;18,3469;5,69839;0,000232558;-2,69436;-17,8263;+
B3CKG1;17,1774;18,0315;17,2854;18,3447;17,1371;17,2383;16,854;17,5778;0,782857;0,0413141;0,507957;1,5814;+
B3GWA1;15,1702;14,8948;15,4025;15,4066;18,2295;18,3985;18,3702;19,384;4,60159;0,000131291;-3,37698;-11,5741;+
B3GWA6;12,2061;10,1152;10,7511;12,0843;14,3542;13,2081;14,1275;15,3629;2,33879;0,000798362;-2,97402;-4,3969;+
B3GWB9;14,858;15,0131;15,2171;15,5669;15,1977;15,3966;15,4195;15,3296;0,486195;0,0991498;-0,172103;-1,06837;
B3GWC0;13,7658;14,0527;14,4328;14,3923;14,9628;15,3467;14,0072;15,4094;1,12038;0,0163608;-0,770651;-2,14342;+
B3WFT8;16,6404;16,7444;16,0033;16,341;19,3452;19,5339;19,3795;20,0034;5,06543;0,000100334;-3,13324;-13,9097;+
B3WFV9;14,3159;15,2395;14,536;15,2902;16,7694;17,6623;17,1598;17,8204;3,46795;0,000130746;-2,5076;-7,28625;+
B3WFW5;15,0086;15,2149;15,0919;14,681;18,7459;17,6976;17,6105;17,6557;4,20822;9,56E-05;-2,92835;-9,88371;+
B3WFW9;17,9674;17,0747;18,113;18,2647;14,814;15,5012;14,9587;15,342;3,88548;0,000110256;2,70097;8,66659;+
B3WFX4;13,6872;14,0007;13,1014;12,8084;15,0438;14,0448;15,0102;15,2284;2,03;0,00183574;-1,43237;-3,76599;+
B3WFY7;12,2473;11,5909;11,7042;12,0789;15,0133;14,8799;15,0106;14,6399;5,54319;0,000189274;-2,98061;-16,778;+
B3WFZ3;11,8124;11,8665;11,7558;12,0602;15,0183;14,4117;14,5813;15,5043;4,66374;0,000138568;-3,00518;-11,8642;+
B4DCT1;19,0571;19,1291;19,3324;19,3871;15,0209;15,3277;14,688;14,9431;6,81851;0;4,2315;27,5298;+
B4E3X6;14,0927;13,9812;14,5702;14,689;17,4041;17,2087;17,4926;17,7071;5,32388;0,000139535;-3,11985;-15,3974;+
B5BM32;15,4755;15,8147;14,5494;15,1629;17,1638;17,4569;17,2677;17,8124;3,42072;0,000127681;-2,17455;-7,14245;+
B5BM45;12,1775;11,8283;11,3341;11,947;16,8589;16,2899;15,2576;17,7686;3,83989;0,000106965;-4,72201;-8,50576;+
B5BM47;15,5542;15,4394;15,0181;15,0947;15,9131;15,9575;16,1638;15,9911;2,68063;0,000359836;-0,72979;-5,16415;+
B5U8N2;17,2402;14,9625;16,9881;17,0609;17,8121;19,2062;18,0993;18,4257;1,60022;0,00478616;-1,82289;-2,96542;+
B5U8P0;15,1331;14,8652;15,6108;15,7044;17,5666;18,2112;17,5171;17,1478;3,59387;0,000139434;-2,28231;-7,68139;+
B5WWL2;13,8997;14,902;14,2135;15,2657;15,0188;15,4504;14,286;15,4112;0,527065;0,0870953;-0,471368;-1,14161;
B5WWM0;14,9339;14,8026;14,2711;14,5763;15,3422;14,8271;15,5171;15,3044;1,56679;0,0052612;-0,60173;-2,90619;+
B6EU63;18,5081;18,1757;18,2629;18,3821;19,2692;19,5765;18,9774;19,3505;3,27199;0,00018797;-0,96117;-6,7046;+
B6VQ41;14,7399;14,3949;14,5822;14,7969;15,9753;16,4807;16,1163;16,3585;4,47718;0,000117417;-1,60425;-11,0129;+
B6VQ55;15,8473;15,4508;16,5064;16,4586;14,1455;14,5124;14,0538;14,8893;2,71379;0,000364461;1,66555;5,24293;+
B6VQ59;14,9744;12,9853;11,7292;11,1246;14,9617;15,4115;14,7471;14,2688;1,28999;0,0102892;-2,1439;-2,42821;+
B7FAR9;19,2706;19,4666;19,5263;19,6806;19,3143;20,0965;19,1204;19,3221;0,0336784;0,797377;0,0226755;0,0976596;
B7FAS6;14,8285;14,3867;13,7602;15,1108;14,9509;14,0493;14,7701;14,7757;0,12049;0,456461;-0,114932;-0,322907;
B7WN63;18,3925;18,7416;18,8066;18,7175;20,3405;19,3799;19,8186;19,52;2,49788;0,000629564;-1,10017;-4,74418;+
B7WN66;10,8252;10,2688;11,9091;12,1162;14,8391;14,9151;14,4326;15,3129;3,55529;0,000137045;-3,5951;-7,55845;+
B7WN71;13,3531;11,8929;14,2782;13,8098;18,081;18,191;17,5332;17,8319;3,84746;0,000107635;-4,57576;-8,53226;+
B7WN91;16,4771;16,3563;16,4808;16,4589;18,0991;18,5648;18,3212;18,4801;5,73085;0,000241935;-1,92306;-18,0534;+
B7WN92;14,6681;14,9702;15,0556;14,9742;13,9646;15,4276;13,8358;14,7217;0,522486;0,0883582;0,429612;1,13346;
B7WN95;18,05;18,1982;18,297;18,2902;19,9946;21,7055;21,2478;22,0431;3,2781;0,000188235;-3,03889;-6,72214;+
B7WNA1;13,7809;13,1192;14,92;14,9638;14,2048;13,9595;14,0725;14,7635;0,0386261;0,770882;-0,0540903;-0,111442;
B7WNB3;15,6902;15,5246;15,8598;15,8705;14,834;15,462;14,7622;15,161;2,03313;0,00179228;0,681447;3,77213;+
B9WRS6;16,6045;16,6623;16,2472;16,657;15,1794;18,2925;18,2519;17,6898;0,497735;0,0955039;-0,810637;-1,08917;
B9WRT9;14,5535;9,62702;11,1504;11,7021;14,6081;15,5482;15,0377;15,195;1,72255;0,00347719;-3,33898;-3,18553;+
B9WRU1;14,4662;14,6331;13,2404;14,411;18,7607;18,9436;18,7178;19,0249;5,13038;0,000108108;-4,67409;-14,2701;+
C0KDV0;13,2126;13,3637;13,8645;15,0998;14,0591;15,0025;14,3927;15,2432;0,767423;0,0431196;-0,789221;-1,55547;+
C0P274;11,9805;11,9369;11,5771;11,9576;14,158;15,4711;14,3533;15,2469;3,89744;0,000111616;-2,94432;-8,70921;+
C0P278;15,289;15,298;15,1402;14,886;17,171;17,5428;17,1708;17,2215;5,44673;0,000164835;-2,12322;-16,1567;+
C0P283;12,1669;12,0411;11,3091;12,0876;14,7836;14,8304;14,9887;14,6216;5,0164;9,45E-05;-2,90491;-13,6433;+
C0VXV6;16,2775;15,2663;15,7424;14,8388;13,7016;14,3463;15,0171;14,883;1,28796;0,0103184;1,04428;2,42478;+
C0Z1Y6;12,1906;12,0549;11,6223;11,4529;14,7594;15,0188;15,0358;14,8912;5,52175;0,000184049;-3,09615;-16,638;+
C0Z1Y9;13,1233;12,0998;13,6269;13,9439;16,9312;17,6087;16,9431;16,626;3,82209;0,000105781;-3,82878;-8,44366;+
C0Z3L6;13,4736;14,2475;13,914;13,671;13,7622;14,7277;14,3263;14,9447;1,02713;0,021024;-0,613732;-1,98825;+
C1P622;16,9736;17,0354;16,3044;16,9514;19,4069;19,2477;18,0882;19,2584;3,09918;0,000199031;-2,18411;-6,22293;+
C1P627;14,6183;14,7313;15,1385;14,5949;16,7393;16,0806;16,7163;15,8833;3,11498;0,000200443;-1,5841;-6,26581;+
C1P629;14,8909;15,4346;14,7283;15,4105;14,8936;14,8481;14,553;14,9648;0,731212;0,048171;0,301209;1,49441;+
C1P633;16,0256;14,4749;16,5853;15,8284;14,6208;15,4447;14,3032;14,4607;1,02458;0,0211031;1,02123;1,984;+
C1P648;11,5205;11,6311;11,7519;12,0146;14,8446;15,519;14,8858;15,4906;5,45464;0,000165289;-3,45549;-16,2068;+
C2BR91;14,291;14,8803;14,8566;14,0974;16,6753;17,0135;16,9535;17,4548;4,17247;9,35E-05;-2,49295;-9,74178;+
C2BR94;12,3237;11,5264;11,73;12,1067;14,2415;15,1263;14,2931;15,1412;3,98086;0,000118949;-2,77881;-9,01168;+
C2BR97;12,0218;12,0225;11,7385;12,0221;15,6862;17,0267;16,0143;17,1948;4,68677;0,000141844;-4,52933;-11,9734;+
C3JXE2;17,0848;17,6045;14,5696;15,9333;14,3531;14,8201;14,4034;14,671;1,35745;0,00872067;1,73616;2,5429;+
C5NU64;12,2504;11,7576;11,766;12,0265;14,6901;15,5502;14,9616;15,4782;4,99408;9,29E-05;-3,21991;-13,5237;+
C5VUK2;15,2457;14,9339;14,8288;15,0303;14,8595;14,6522;14,8518;15,1137;0,494053;0,096632;0,140396;1,08254;
C6KRG1;16,347;16,0506;15,6001;15,9156;17,1741;17,3366;17,7882;17,4874;3,45447;0,000129883;-1,46826;-7,24496;+
C6KRI7;15,8161;16,0187;15,9099;15,9159;16,6935;16,3801;16,5733;15,727;1,00588;0,0220422;-0,428335;-1,95294;+
C6KRI9;15,9593;17,1581;15,8869;16,0722;18,194;12,7469;16,962;13,8538;0,258748;0,233419;0,829955;0,631289;
C6KRJ5;15,2128;15,984;15,042;15,5405;16,4785;17,3668;15,5827;17,8382;1,35589;0,00875623;-1,37172;-2,54023;+
C6KRK8;15,4655;16,0578;15,813;16,933;17,8536;17,7654;17,6086;17,7609;2,73579;0,000347296;-1,67978;-5,29567;+
C6KRN1;15,5581;16,3136;15,5818;15,7192;17,7513;17,7343;17,6434;17,9103;4,3816;0,000108992;-1,96666;-10,5988;+
C6KRN4;19,6242;19,4868;19,6318;19,8581;19,9114;20,0802;20,1684;20,5886;1,7787;0,00292908;-0,536916;-3,28846;+
C6KRP5;16,0946;15,8705;15,5621;15,8351;17,0276;16,9434;16,435;17,748;2,20115;0,00106737;-1,1979;-4,10908;+
C7FZU3;16,1452;16,8;16,243;16,4718;16,612;18,2073;17,1833;17,6362;1,44876;0,00710903;-0,994692;-2,69985;+
C7FZU5;15,9726;15,879;15,1982;15,7253;16,0598;16,7135;16,6776;17,0282;1,87971;0,00235699;-0,925994;-3,47695;+
C7IVR4;14,3347;14,3438;15,5618;13,6857;14,7761;14,8368;14,9687;15,2114;0,535811;0,0846473;-0,466751;-1,15714;
C7IVS4;14,093;14,8843;13,5321;14,7458;14,1306;14,7298;14,7985;15,4847;0,520766;0,0888151;-0,472076;-1,13039;
C9IY22;15,7471;16,4704;16,7887;16,0979;19,3114;19,7648;19,3517;19,6194;4,8772;8,43E-05;-3,23583;-12,9131;+
D0G915;15,0161;14,2131;13,1977;13,3048;14,3722;15,5181;14,5861;15,3446;1,03504;0,0204834;-1,02235;-2,00139;+
D0IMZ5;18,4197;18,7629;18,7876;18,5753;19,8471;20,4081;19,8465;20,5706;3,5012;0,000132918;-1,53169;-7,3889;+
D0PV95;15,552;15,4188;15,2923;15,5912;18,2713;17,7944;17,696;17,5981;5,16906;0,000113422;-2,37638;-14,489;+
D0VWM4;12,9738;12,0483;12,3757;12,2383;14,231;15,5102;14,5229;14,5026;3,24322;0,000186393;-2,28266;-6,62244;+
D0VWM8;14,378;14,4325;14,7812;15,099;13,9789;14,5716;14,4528;15,2533;0,130832;0,430296;0,108495;0,347765;
D0Z5N1;16,0202;15,9227;14,9935;15,302;18,0522;18,7515;17,9174;18,3588;3,91855;0,000113382;-2,7104;-8,78488;+
D0Z5P0;13,3981;12,6773;13,0358;12,6559;13,3217;14,7268;14,6133;15,2267;1,87119;0,00236988;-1,53035;-3,46089;+
D1MN75;19,6369;18,8255;20,2733;20,0571;23,7631;25,2095;24,8536;25,2742;4,40919;0,000111732;-5,0769;-10,7169;+
D1MN80;14,5903;14,8626;15,0386;13,8493;14,1638;15,3711;14,9565;13,2758;0,0989101;0,517589;0,14341;0,26984;
D3NQ92;12,3249;8,47663;11,1003;11,1988;15,0407;14,6149;14,1098;15,3766;2,46203;0,000642983;-4,01035;-4,66448;+
D3NQA9;16,6618;17,0013;16,5082;17,0656;16,1862;16,0457;16,4322;16,1238;2,08846;0,00154769;0,612255;3,88142;+
D3YT13;14,6753;14,6298;14,3346;14,1405;14,1419;15,5503;14,0813;15,0839;0,294303;0,200822;-0,269298;-0,704026;
D3YT36;16,1754;16,1909;16,5008;16,3187;16,7032;17,2043;17,3553;18,7929;1,43554;0,00729761;-1,21749;-2,67701;+
D3YT46;15,5206;14,3807;13,6505;14,1776;13,8199;15,2709;14,6728;15,2934;0,259516;0,232801;-0,331892;-0,632884;
D3YT50;12,1543;11,8963;11,7726;12,0395;14,5903;15,1308;14,9243;15,1094;5,96711;0,000322581;-2,973;-19,7931;+
D3YT56;17,3982;18,053;17,389;17,4661;19,0749;20,1477;19,1213;19,8249;3,1473;0,000179856;-1,96559;-6,35424;+
D3YT78;12,7241;14,5428;12,6402;13,0855;18,1051;17,7988;18,2029;16,9788;3,88379;0,000110045;-4,52325;-8,66056;+
D4YW53;19,1185;17,9508;19,625;20,2312;18,4124;19,9099;19,5725;19,7154;0,107166;0,493035;-0,171187;-0,290341;
D4YWC3;21,3456;21,2044;21,838;21,2903;20,7211;21,6091;21,5211;21,9099;0,0242844;0,848123;-0,0206957;-0,0711146;
D5MCN2;18,236;17,0769;17,304;17,2238;18,939;17,9861;19,0977;18,4056;1,69461;0,00367499;-1,14691;-3,13477;+
D5MCQ1;16,1132;16,539;16,404;16,3644;14,8802;15,0105;14,5211;15,1374;4,02651;0,000120787;1,46786;9,18106;+
D5MCQ2;18,2101;18,0751;17,931;18,3481;20,2679;19,7596;20,4443;19,6742;3,99704;0,000119527;-1,89542;-9,07137;+
D5SGZ9;14,5088;14,0251;12,747;13,8593;14,8976;15,4398;14,3578;14,3983;1,14998;0,0150736;-0,988321;-2,19283;+
D6R8W5;12,9261;14,0739;13,7686;13,3289;14,9404;15,5207;14,9367;15,3497;2,90141;0,000229175;-1,66246;-5,70471;+
D6R8W9;13,9984;14,2735;13,8526;13,211;14,6139;15,5274;13,9177;15,2547;1,24201;0,0116625;-0,994537;-2,34719;+
D6RYD3;15,1571;15,3042;14,936;15,809;14,5872;14,8185;13,134;14,8921;1,08477;0,0179923;0,943638;2,08409;+
D7SFI3;17,5076;17,0525;17,9615;17,5465;18,9691;19,6755;19,441;19,7784;3,54729;0,000136461;-1,94896;-7,53319;+
D7SFQ5;14,3009;12,7451;13,3873;14,6174;16,454;16,307;16,5182;16,6324;3,11566;0,000200621;-2,71518;-6,26767;+
D7UU24;15,0659;10,1035;11,6677;12,4681;16,7839;16,9992;16,5812;16,4509;2,24232;0,000975091;-4,3775;-4,194;+
D9N122;14,7126;14,552;14,6283;14,3277;17,2356;17,7055;16,5555;17,9995;3,88294;0,000109834;-2,81888;-8,65756;+
D9PTP5;15,632;15,342;15,0146;15,1962;16,7918;17,0817;17,1684;17,1861;4,48785;0,000118227;-1,76078;-11,06;+
E0AHA7;15,5371;15,6374;14,7962;14,5111;17,2434;17,8989;17,4228;18,2087;3,46455;0,000130546;-2,57302;-7,2758;+
E0R7L2;14,9892;14,6664;15,5028;15,1994;17,8161;18,2134;17,7626;18,2474;4,97418;9,10E-05;-2,92043;-13,4179;+
E1B6Q6;15,4762;15,7342;15,5478;15,8062;14,5525;15,4721;14,3335;14,6212;1,85161;0,00246366;0,896302;3,42407;+
E1B6Q7;14,274;14,164;13,6474;14,0996;15,0214;15,0998;13,9425;15,2421;1,25876;0,011214;-0,780197;-2,37542;+
E1B6R3;14,5832;14,1417;13,6582;13,8368;14,3718;15,4763;14,4635;14,3711;0,930134;0,0270405;-0,615673;-1,82714;+
E1B6S4;12,3214;0;11,7047;11,9914;14,7818;15,09;14,8747;15,2053;1,02865;0,0208809;-5,9836;-1,99077;+
E1B6T7;14,9381;14,7206;16,1159;16,5592;18,2859;19,0459;18,1431;19,3956;2,94647;0,000212096;-3,13418;-5,81984;+
E1B6V1;14,8148;17,4561;14,6747;14,6588;18,1209;20,1508;19,9276;20,0492;2,59379;0,000472384;-4,161;-4,96164;+
E1B6W2;14,4495;14,3705;14,2845;13,9811;14,4356;15,5079;14,4788;14,8893;1,07593;0,018468;-0,556515;-2,06938;+
E2JKY9;12,3189;11,4556;10,249;11,8265;13,8467;13,8623;13,3774;14,9897;2,42147;0,000656924;-2,55657;-4,57534;+
E2JKZ0;14,6508;14,4577;15,0022;14,9486;16,5572;18,4044;14,7511;15,3013;0,92237;0,0275354;-1,4887;-1,81423;+
E2JL03;14,4293;15,3027;14,1279;14,3262;14,3846;15,4006;15,0043;14,8024;0,475655;0,102301;-0,351421;-1,04929;
E3CTH1;14,0255;14,0343;14,1762;12,7206;14,7203;14,3776;14,9413;14,5507;1,33822;0,00915011;-0,908342;-2,51012;+
E3W741;18,8977;18,588;19,1061;19,1797;15,0205;15,5256;14,4166;15,0882;5,24027;0,000123967;3,93012;14,9003;+
E3W759;21,0373;20,4352;20,9391;21,1752;18,9099;18,0773;18,2827;17,9445;4,1579;9,24E-05;2,5931;9,68448;+
E3WIS3;17,7637;17,9748;17,2773;17,9457;13,8446;15,4623;13,9786;15,4087;3,2114;0,000183908;3,06684;6,5325;+
E5QCE7;14,9322;15,5621;14,9611;15,3824;16,3708;17,4729;16,5554;16,4352;2,59985;0,000474279;-1,49916;-4,9756;+
E5QCF6;14,8335;14,931;14,8159;14,8921;15,837;17,0417;12,5348;16,3222;0,228199;0,26464;-0,5658;-0,56698;
E5QCI8;13,3768;13,5771;15,6795;14,6395;13,9013;14,4875;14,6668;15,0137;0,128855;0,435162;-0,199068;-0,343041;
E5QCJ3;14,1052;13,5435;13,9038;14,3959;14,8197;14,1076;14,9604;15,1426;1,43054;0,00739577;-0,770449;-2,66836;+
E8MDW0;16,2184;16,5813;16,0947;17,073;14,6122;15,0016;14,8293;14,5405;3,43143;0,000128321;1,74598;7,17484;+
E9P8A3;15,2777;14,6299;15,7083;15,1165;16,0962;15,9981;17,0522;16,3498;1,97284;0,00211066;-1,19097;-3,65479;+
E9RKC7;14,7397;14,4647;14,1399;13,8412;17,2784;16,6523;15,7654;17,1077;3,07309;0,000196693;-2,40459;-6,15261;+
F0IWV1;12,3032;11,7832;11,701;12,0508;14,2245;14,9841;14,7917;15,4597;4,24359;9,93E-05;-2,90547;-10,026;+
F1LIM6;17,005;16,4086;16,2056;16,0279;15,2805;17,9649;16;17,6044;0,172911;0,344286;-0,300638;-0,445524;
F3Y5P3;19,3549;19,0509;19,1396;19,4564;16,0497;20,191;19,9282;19,8465;0,0904638;0,546321;0,246583;0,248597;
F5GU60;12,7979;12,4058;14,1621;13,9786;14,4258;15,3449;14,6504;14,6321;1,61457;0,00468659;-1,4272;-2,99096;+
F5GU86;15,0962;14,7551;14,9466;15,0551;17,6514;17,9988;17,669;18,0878;6,15652;0,000410959;-2,88848;-21,3047;+
F5GU98;16,4776;15,6558;16,7905;17,2649;14,7712;14,8455;14,9451;14,8033;2,61508;0,000454212;1,70594;5,0108;+
F5GUF6;14,6707;13,8811;13,82;15,1932;14,5031;15,4837;15,0437;14,3533;0,494544;0,0964909;-0,454731;-1,08342;
F5GUG4;12,0412;12,0452;11,6149;12,0735;14,8193;15,0908;14,2493;15,0052;4,89614;8,57E-05;-2,84745;-13,0103;+
F5GUG6;16,3748;16,2848;16,6229;16,9344;17,0106;17,9051;16,3078;17,8355;0,885886;0,0306696;-0,710526;-1,75355;+
F5GUH5;16,6308;14,9897;15,2348;15,5692;16,2472;16,0744;15,8495;16,5231;0,711115;0,0509475;-0,56742;-1,46038;
F5GUI0;15,6595;15,0786;15,4809;15,6196;15,373;15,4077;16,0014;15,2401;0,0767463;0,59627;-0,0458994;-0,213484;
G1K0V8;18,7976;18,7028;18,8871;18,8971;21,6439;21,8998;21,3355;21,8077;6,19183;0,000437956;-2,85054;-21,5987;+
G1K0V9;12,2532;11,7249;11,545;12,1102;15,878;16,3437;15,2805;15,9888;5,15083;0,000111317;-3,96445;-14,3854;+
G1K0X0;16,0968;16,0618;15,9388;16,1185;17,1398;17,803;17,3149;17,5629;4,06426;0,000124009;-1,40122;-9,32327;+
G1K108;19,0054;14,5518;17,3951;14,6685;14,1632;15,523;14,6363;15,2555;0,638914;0,0623434;1,51072;1,33707;
G2HK02;15,0277;14,9057;14,938;14,9396;15,3758;16,4308;15,8533;16,2562;2,31538;0,000844822;-1,02632;-4,34716;+
G2HK16;14,5732;14,8808;14,8117;14,4373;14,7532;14,9178;14,8035;14,5118;0,210284;0,28748;-0,0708311;-0,528393;
G3MTX2;15,9914;16,2593;16,0654;15,8641;14,9834;14,5584;15,0136;15,1243;3,5495;0,000136679;1,12512;7,54016;+
G3MU08;14,6424;15,1221;14,5973;13,5137;14,5026;15,5495;13,8358;15,4876;0,292999;0,201982;-0,375011;-0,701396;
G3MU11;12,3136;11,9066;11,6871;11,9764;15,2779;15,7982;15,628;15,5875;6,15583;0,000408163;-3,60193;-21,299;+
G3MU14;16,1619;16,3639;15,9811;16,0236;14,5995;14,4356;0,479243;14,8738;0,688473;0,0543461;5,03559;1,4219;
G3MU28;14,5826;15,0338;14,2382;14,9485;16,38;16,5424;16,6965;16,6154;4,12197;8,95E-05;-1,85779;-9,54441;+
G3MU38;13,5627;13,3282;14,6236;15,2138;17,3;17,8226;17,2086;17,9906;3,37833;0,000154448;-3,39837;-7,01535;+
G3MU79;15,3985;15,8366;15,7822;15,6784;17,1599;17,0824;16,9996;17,2351;4,92443;8,80E-05;-1,44533;-13,1567;+
G3MU88;17,8052;18,0153;17,8443;17,937;18,9589;20,1681;19,8315;21,1789;2,44502;0,000639384;-2,1339;-4,62696;+
G4RT11;14,3399;12,4478;9,65518;16,5253;16,8548;17,1579;16,373;16,8751;1,29511;0,0101744;-3,57315;-2,43687;+
G4RYA5;15,631;15,0029;14,9338;15,3133;17,1255;16,6036;16,5573;16,6807;3,4967;0,00013278;-1,52151;-7,37495;+
G4S034;16,6157;16,7386;16,9281;16,9272;19,1972;19,3927;19,2452;19,4742;6,59687;0;-2,52492;-25,2688;+
G4S035;12,746;12,932;13,512;12,6913;14,9542;15,0512;14,6575;15,1661;4,01931;0,000120448;-1,98692;-9,15417;+
G4S185;11,9545;11,9491;11,6843;11,928;14,2746;15,152;14,9377;15,3471;4,81301;7,97E-05;-3,04889;-12,5889;+
G4S428;12,1728;11,8632;11,4877;12,0216;14,4152;15,5373;14,8052;15,0358;4,48875;0,00011846;-3,06205;-11,064;+
G4S708;13,246;14,558;13,5918;13,6065;14,6539;15,2441;14,6205;14,8921;1,88345;0,00235913;-1,10205;-3,48401;+
G4S7A1;19,0257;19,0436;18,64;18,7932;18,2532;18,0225;18,2268;18,0473;3,1923;0,000182899;0,738173;6,47898;+
G4SF15;14,8296;15,6327;14,7764;15,6083;16,4246;17,0898;16,1396;17,2084;2,29196;0,000902225;-1,50388;-4,29771;+
G4SF79;17,8019;17,4447;17,1818;17,4379;20,76;20,7818;20,8854;20,9891;6,52431;0;-3,38754;-24,5691;+
G4SGU1;14,4269;15,0687;13,8285;14,3653;14,6125;15,2867;14,8665;14,4696;0,584909;0,0730496;-0,38645;-1,24349;
G4SI07;17,1369;17,6681;17,1424;17,4219;17,5335;18,0634;17,562;18,1204;1,24758;0,011571;-0,477525;-2,35658;+
G4SJZ3;14,1119;15,0035;14,383;14,2858;14,1255;15,2368;14,9356;15,4865;0,683444;0,0551806;-0,500057;-1,41333;
G4SL51;16,417;16,5043;16,3652;16,4797;18,9;19,1746;18,57;19,2606;5,41461;0,000155039;-2,53475;-15,9548;+
