geneName;Leading.proteins,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
lea-1;F5GUH5;H2FLK8;H2FLK9,23.5671,24.808,23.9038,22.6462,24.2286,22.8323,22.3598,22.8905
lea-1;F5GUH5;H2FLK8;H2FLK9,17.3684,20.5309,21.4465,21.2159,20.4903,21.3406,20.9021,21.4988
lea-1;F5GUH5;H2FLK8;H2FLK9,21.5803,16.5886,19.9195,20.6197,24.6221,22.6941,23.1734,24.0114
lea-1;F5GUH5,17.9054,18.3065,18.6909,17.5021,21.3157,21.6738,21.2577,21.0506
lea-1;F5GUH5;H2FLK8;H2FLK9,22.8334,22.9626,20.9457,22.3414,24.0787,23.5214,20.5789,21.9023
lea-1;F5GUH5;H2FLK8;H2FLK9,22.4596,21.6986,22.8232,23.4455,24.3011,24.423,24.0321,24.4461
lea-1;F5GUH5;H2FLK8;H2FLK9,21.1265,18.0414,20.123,18.5142,23.5908,24.7729,22.405,22.9512
lea-1;F5GUH5;H2FLK8;H2FLK9,18.3093,17.1913,17.3109,18.6329,21.4889,19.9562,20.8592,21.3365
lea-1;F5GUH5;H2FLK8;H2FLK9,20.7949,19.3636,19.008,18.7172,21.7212,20.6641,20.3024,20.2182
lea-1;F5GUH5;H2FLK8;H2FLK9,18.8539,19.3487,17.497,20.6169,24.3149,24.9323,23.5274,24.1721
lea-1;F5GUH5;H2FLK8;H2FLK9,17.809,16.5662,17.9658,20.2197,24.7838,24.2486,23.2523,24.2731
lea-1;F5GUH5;H2FLK8;H2FLK9,16.188,16.1658,18.6981,21.0654,21.5836,21.3959,21.3625,20.7792
lea-1;F5GUH5;H2FLK8;H2FLK9,24.7787,25.0526,23.2331,24.0452,24.8195,24.4743,24.8829,24.9109
lea-1;F5GUH5;H2FLK8;H2FLK9,23.588,22.7319,20.6385,22.4885,24.0139,25.7262,24.087,24.8103
lea-1;F5GUH5;H2FLK8,21.7904,23.5967,22.4161,22.3857,21.5486,19.0441,21.2038,21.1828
lea-1;F5GUH5;H2FLK8;H2FLK9,25.5657,26.9212,23.8979,25.7458,26.2942,27.2669,26.2201,26.7304
lea-1;F5GUH5,24.2688,25.0544,23.5757,24.0749,25.2559,24.5921,24.1139,25.4178
lea-1;F5GUH5;H2FLK8;H2FLK9,18.538,19.3641,18.8392,19.4258,23.8614,21.9898,21.78,21.6486
lea-1;F5GUH5;H2FLK8;H2FLK9,20.6609,16.8161,17.1588,16.6558,20.998,20.197,20.649,20.8398
lea-1;F5GUH5;H2FLK8,18.8109,16.9084,17.0349,18.2826,21.243,21.3115,21.3176,21.6266
lea-1;F5GUH5;H2FLK8,19.5141,17.6832,16.3737,16.0396,21.8858,21.7039,21.0757,20.0702
lea-1;F5GUH5;H2FLK8;H2FLK9,19.8192,19.7192,20.5042,16.2329,24.3201,23.4805,23.1251,24.4579
lea-1;F5GUH5;H2FLK8;H2FLK9,16.948,17.3342,19.6615,18.7059,21.64,21.5059,21.3777,21.8333
iff-1;G1K0V8,19.056,18.7178,19.2214,20.3885,21.5168,21.0548,21.4171,21.8029
iff-1;G1K0V8,18.9457,19.2813,17.4859,19.3442,21.6726,21.2205,20.2303,20.611
pgp-6;pgp-7;Q1ZXU6,23.4047,23.2361,22.1172,23.8701,25.3786,25.5,24.0095,24.7408
gsp-1;gsp-2;G3MU14;P48727,20.4454,19.3177,18.8778,20.6444,21.7757,20.8904,21.044,21.8248
math-33;usp-7;G3MU81,19.7266,19.6806,18.2704,18.2835,21.919,21.2958,20.9771,21.4123
sec-61;G3MU88,20.7127,17.5306,18.9406,18.4541,25.7336,25.1495,24.3956,24.7344
sec-61;G3MU88,17.0123,17.2836,15.5761,18.3164,20.4205,21.3606,21.379,21.5264
;G4RTI0,18.3542,20.6857,16.5845,19.0903,21.4576,21.2388,20.9134,20.6735
spc-1;G4S034,23.3165,22.8442,25.8596,23.1726,24.4083,23.7789,23.221,24.4655
spc-1;G4S034,19.7318,18.3843,18.025,19.2279,24.3139,22.7713,22.3913,23.8995
spc-1;G4S034,17.0261,20.5934,15.8918,20.0124,21.5146,20.0049,20.6995,21.3432
spc-1;G4S034,21.8121,16.3755,17.883,18.0914,21.1107,20.0929,21.0038,21.5574
;G4S1A4,17.6961,17.2276,18.8478,19.1529,20.6072,21.1066,21.2156,20.2257
;G4S1A4,18.0272,16.626,18.007,19.6012,26.4329,26.0387,26.0344,26.2928
;G4S1A4,20.0698,19.946,18.9681,18.8436,21.8729,20.8104,20.7436,21.3789
;G4S1A4,20.0704,20.0175,19.2069,19.2703,23.0217,24.0231,22.0611,22.9017
;G4S1A4,19.7395,18.3887,18.3874,17.1718,22.7148,24.3488,23.1561,24.1173
;G4S1A4,20.5371,19.9098,17.3968,19.3322,26.2799,24.4639,24.9168,25.7119
str-176;G4S3P8,18.8927,19.2835,17.7602,19.5892,21.945,20.2932,21.4831,21.571
;Q20314,18.5772,18.8107,18.7897,18.4258,22.6269,23.2927,23.319,23.1633
gei-15;G4SI07,17.6344,19.5574,17.1166,20.1746,21.451,20.3222,20.2979,21.529
gei-15;G4SI07,19.1723,18.826,18.4474,18.4466,22.2103,22.8781,21.7519,23.7276
pqn-52;G4SL51,25.2764,26.1682,25.8883,26.253,24.2604,23.3379,23.185,23.87
ttn-1;G4SLH0,19.5836,19.5027,19.3925,19.3418,21.6624,21.6344,21.2428,21.6071
ttn-1;G4SLH0,17.6823,18.7886,17.4325,17.7553,20.7307,21.3628,21.5333,21.1087
ttn-1;G4SLH0,19.1532,19.7306,18.3234,19.2483,21.0008,20.1658,21.0661,20.4059
ttn-1;G4SLH0,17.384,19.5244,20.4197,17.2866,21.5501,21.2926,20.0955,21.2368
ttn-1;G4SLH0,22.6822,22.879,21.4321,23.4398,24.6756,24.9582,23.3046,24.5267
ttn-1;G4SLH0,19.7795,17.0399,19.0509,18.3692,20.6738,21.1081,21.2375,21.2773
;G4SPY1,15.7258,17.1917,17.2306,20.5179,23.1531,22.757,22.1267,22.4916
;G4SRU7,17.7187,16.519,18.7918,19.8532,23.7449,23.2098,23.0884,23.7137
glo-1;G5EBF0,19.6439,19.4119,18.6593,18.094,21.8743,21.0858,20.4089,20.7261
pud-2.1;G5EBF3,24.8732,24.1092,24.19,24.559,21.6222,21.728,20.5861,21.8745
pud-2.1;G5EBF3,18.9135,19.1403,17.893,19.1972,21.0532,21.6956,20.0352,20.8398
pud-2.1;G5EBF3,20.981,18.2957,18.9506,16.8646,23.455,24.2373,24.7791,24.8377
pud-2.1;G5EBF3,19.7877,15.7872,17.8842,18.8932,21.9611,21.3805,21.2098,21.6854
pud-2.1;G5EBF3,17.8986,20.7891,16.2736,18.7901,21.1975,21.6511,20.5822,20.7137
pud-2.1;G5EBF3,16.6865,16.8172,19.6498,19.5133,21.9252,19.6717,21.1063,21.9147
pud-2.1;G5EBF3,20.0222,18.7857,16.2581,19.4256,21.7645,20.2882,21.2943,21.2632
pud-2.1;G5EBF3,16.0442,18.4031,19.8245,18.8803,20.8121,20.7529,21.4274,21.6308
pud-2.1;G5EBF3,19.3157,18.1904,20.9657,18.3822,24.4516,25.1078,22.7493,24.5943
pud-2.1;G5EBF3,21.1517,19.818,20.031,17.0143,22.7501,22.0748,21.4898,21.7759
pud-2.1;G5EBF3,18.0987,17.7143,18.8171,19.9331,24.8074,23.0524,25.3027,24.0903
;G5EBF4,18.4102,19.6102,18.2071,19.3109,21.5367,21.3016,20.0446,21.4012
tat-5;G5EGE0,22.6581,23.5541,19.6303,22.5619,21.2185,21.7853,20.1388,20.1428
4D656;G5EBI0,20.2173,17.636,18.0735,20.0171,21.9057,21.5987,21.3714,21.2052
fmo-2;G5EBJ9,16.5431,19.0387,16.6053,16.7565,23.1674,23.3677,23.2818,22.7638
fmo-2;G5EBJ9,19.0641,17.3757,18.1021,19.6936,21.3416,21.1391,21.48,20.0488
fmo-2;G5EBJ9,20.3068,17.419,16.986,20,24.2681,23.1841,22.3947,22.4993
fmo-2;G5EBJ9,18.6659,19.0776,18.0444,18.7813,22.6732,21.1213,21.5895,22.9826
fmo-2;G5EBJ9,19.6014,21.1472,19.133,19.0185,23.5789,24.285,22.4546,23.5509
erm-1;G5EBK3,16.5051,19.2564,18.254,17.6778,21.6034,19.3882,21.5096,20.6677
erm-1;G5EBK3,21.707,21.481,20.2409,21.5881,20.5666,21.6708,19.6379,20.9876
erm-1;G5EBK3,16.5097,15.6843,18.0806,18.3649,22.0414,22.4527,23.6491,22.9414
erm-1;G5EBK3,17.6798,18.4704,21.3115,18.1261,21.0367,20.5302,20.1415,20.5028
erm-1;G5EBK3,19.1905,19.5367,18.0416,19.3524,21.2085,21.0591,20.9963,20.2306
erm-1;G5EBK3,19.1974,21.4666,16.6132,17.945,24.7073,23.1133,23.0435,23.5366
erm-1;G5EBK3,18.2832,16.8963,17.5621,19.5743,23.5875,21.9107,21.0406,20.3659
snf-3;G5EBN9,19.9021,19.0781,17.8527,18.259,23.8659,24.7048,23.3227,24.0122
snf-3;G5EBN9,20.8923,17.0318,19.7052,20.1703,25.9906,25.9242,23.6213,24.8253
snf-3;G5EBN9,16.6039,17.7492,16.7973,19.3611,20.8053,21.5073,20.1295,21.6281
snf-3;G5EBN9,17.2992,15.653,16.4748,20.0077,20.6856,20.5082,20.243,21.8276
;G5EBP5,24.4461,25.8097,23.7407,25.4215,26.2538,25.577,26.0814,25.9897
;G5EBP5,16.6973,16.9857,18.7341,19.0065,21.0085,21.7099,20.557,21.0506
;G5EBP5,23.6656,23.348,21.0361,24.5264,25.0281,24.1843,24.95,24.304
;G5EBP5,25.4202,26.9271,24.8529,25.7679,26.7447,26.3103,23.9424,25.7959
;G5EBP5,23.3018,23.0002,21.892,23.8179,27.7733,27.5001,28.3887,27.8353
;G5EBP5,17.5741,19.0461,18.6516,21.2551,21.7477,21.4868,21.4049,20.6867
;G5EBP5,21.1139,20.4386,15.3361,18.5873,21.288,21.417,20.6863,21.7419
;G5EBP5,25.4015,24.6782,23.4051,25.4082,23.3866,23.7994,22.0614,23.673
;G5EBP5,19.7271,19.3878,16.2691,19.3548,20.961,21.6721,21.2757,21.2733
;G5EBP5,25.5837,25.446,24.524,26.0218,28.2694,28.119,28.5132,28.1142
;G5EBP5,25.5837,25.055,24.0662,24.7897,27.1332,27.3803,27.4963,28.1142
;G5EBP5,21.7048,20.6196,16.5884,17.3196,26.5347,28.7308,27.0707,27.6074
glc-1;G5EBR3,17.497,18.7566,19.1011,21.9668,19.5264,21.1799,19.443,21.2497
glc-1;G5EBR3,19.4762,20.7359,19.7525,17.4827,21.1427,21.4957,19.7069,21.6229
;G5EBT8,21.2619,21.2229,21.0124,21.4749,20.8112,21.7902,20.6077,21.2483
lec-10;G5EBV4,19.8227,18.3961,19.7178,20.4264,24.8851,23.4976,21.5339,23.4771
pgl-3;Q965J2,23.1267,23.8949,22.7863,22.8206,24.3848,22.6233,23.2778,23.1648
;G5EBY4,19.8007,19.1218,20.4513,20.3732,21.4714,21.0593,21.2977,21.8109
phf-5;G5EBY6,20.0489,19.5512,18.0751,18.4311,21.8599,21.6977,18.6242,20.6404
let-418;G5EBZ4,17.6725,18.5659,17.4587,18.2131,21.144,20.6935,20.6551,21.3131
;G5EC03,18.085,19.5515,19.1861,16.517,21.5194,21.779,21.3128,21.7596
evl-14;G5EC05,16.1518,20.3336,17.6604,17.9153,21.6427,21.4681,20.7721,20.5362
lec-9;G5EC10,19.3859,18.2302,16.8246,20.9906,21.6074,21.689,20.9212,21.6027
lec-9;G5EC10,18.3812,19.2217,18.9991,21.195,21.1133,20.9118,18.6763,21.4743
zen-4;G5EC43,15.6225,19.936,18.5669,16.863,19.8222,20.4283,20.4707,21.3887
nrfl-1;I2HAI6;X5LQ26,20.351,18.4153,20.8364,15.3589,24.4857,23.4194,23.5799,24.5716
nrfl-1;I2HAI6;X5LQ26,18.432,18.2373,18.6985,17.0229,21.4504,21.6637,20.3495,21.7755
nrfl-1;I2HAI6,20.0062,18.5534,17.1436,18.5121,20.9155,20.3982,20.5611,21.7866
ubql-1;G5EC78,24.0335,24.7159,24.194,24.2233,21.0041,21.5832,19.8912,21.7884
ubql-1;G5EC78,25.3888,25.6631,24.4812,24.1843,27.0013,26.9928,27.2927,27.0071
ubql-1;G5EC78,18.3776,19.1776,17.785,19.8379,21.7372,20.8747,20.491,21.4311
oma-1;G5EC86,17.7377,19.6154,17.8878,18.1001,22.6007,23.8373,23.7527,23.0802
dpy-11;G5EC91,23.511,22.808,23.3191,23.0957,23.8691,22.9328,23.3076,23.9794
dpy-11;G5EC91,17.6923,15.68,17.8715,18.1033,21.7213,20.9818,20.0789,21.1964
cyp-29a2;G5EC97,23.9171,23.3451,22.9005,25.0126,23.013,22.4674,22.7652,23.116
cyp-29a2;G5EC97,18.2156,20.1295,20.2607,19.9723,25.3914,24.7043,23.1033,24.1085
cyp-29a2;G5EC97,19.3031,19.5525,17.4873,18.4502,24.1133,24.1879,24.7665,24.2835
ctps-1;G5EC98,17.6793,18.5362,17.2824,19.6391,20.7447,21.5255,21.4417,21.4835
usp-48;G5ECC7,18.423,19.3266,18.058,17.5834,24.1174,24.6742,24.1923,24.4453
;G5ECF6,18.0658,20.042,14.2052,20.8614,24.5014,24.5954,23.9118,24.2857
tac-1;G5ECG0,20.1507,17.3708,17.2144,20.3258,26.2574,26.0236,24.1132,24.1206
vab-10;G5EFK7,18.2287,18.3231,18.4422,20.0868,21.1789,19.4869,21.0346,21.6934
;G5ECL1,20.3046,17.6952,21.2456,19.5186,22.5303,24.4074,23.9134,23.7803
dcp-66;G5ECM2,19.8529,18.4837,20.7354,19.5934,20.4708,21.7884,21.223,21.4382
elb-1;G5ECR7,19.866,18.8688,17.8915,18.5991,25.1199,25.1213,26.5751,27.2598
gpc-2;G5ECT6,17.1853,17.8038,17.7579,19.0882,21.6423,21.4862,20.5827,21.2641
gpc-2;G5ECT6,17.6771,16.8722,18.9229,21.1839,21.9004,22.9501,22.0196,22.2081
skr-1;G5ECU1,17.8293,18.8665,18.3541,20.6181,23.9094,23.2495,21.5843,23.3457
dlg-1;G5ECY0,16.7859,18.3877,16.1714,20.3483,21.0857,20.393,20.714,21.8267
dlg-1;G5ECY0,18.0652,16.4284,19.637,18.6924,21.9204,21.5455,20.2015,20.566
skr-8;G5ECY4,27.8835,27.3841,26.4741,26.921,27.8713,27.7166,26.1167,26.8768
skr-8;G5ECY4,16.7818,18.1551,16.6534,18.2365,21.4605,21.6149,21.1415,19.9882
chn-1;G5ECY6,18.6032,18.3462,18.2369,18.7744,21.741,21.671,21.157,21.8274
chn-1;G5ECY6,21.2795,20.9919,15.4679,17.6185,22.3657,24.8064,22.9634,23.6696
unc-44;G5ECZ1;Q17490,19.7636,21.1652,18.6671,17.7663,21.4338,21.4811,21.5202,21.1653
unc-44;G5ECZ1;Q17490,18.9718,16.5818,17.9306,21.7231,21.8286,20.1331,21.3032,20.5928
unc-44;G5ECZ1;Q17490,17.6739,17.2302,18.3586,20.094,21.8811,19.6889,20.4334,20.2553
unc-44;G5ECZ1;Q17490,18.0294,18.4758,15.9794,17.2483,21.4861,21.476,21.1522,20.9949
;H9G337,16.9827,20.5823,18.3867,20.1601,24.7596,24.6793,24.1227,24.1684
vab-9;G5ED30,25.4974,24.9972,26.2823,25.0698,22.9545,22.95,23.9546,25.0148
fat-5;G5ED44,18.7421,16.6905,17.5051,18.8136,21.0709,21.2271,21.0335,21.3956
eea-1;Q5FC45,23.8916,23.8249,24.6042,23.0774,23.9058,22.9586,24.4908,24.9006
eea-1;Q5FC45,18.8316,19.5396,19.7422,19.1928,21.6407,21.4783,20.8235,21.343
eea-1;Q5FC45,25.4058,24.3709,23.996,25.4412,27.8121,28.2973,28.1796,28.141
;G5ED91,26.7578,25.0375,23.5156,24.5195,26.182,24.8186,25.7918,26.7345
unc-25;G5EDB7,28.4779,28.8129,30.0602,30.5019,32.1637,30.5615,25.1662,19.4951
tba-4;tba-1;tba-2;mec-12;tba-9;G5EDD4;O18688;P34690;P91910,18.3628,17.8191,18.4857,17.7462,25.6935,23.1418,24.846,26.6379
tba-4;tba-1;tba-2;mec-12;G5EDD4;O18688;P34690;P91910,25.6654,26.2457,25.1366,25.6823,28.4432,27.7192,28.4521,28.8374
skr-2;G5EDD8,17.6602,18.3213,18.054,19.8351,21.3276,18.5922,19.853,21.5714
skr-2;G5EDD8,18.7201,19.3291,17.3861,16.9736,21.6335,21.6822,18.7089,20.6657
skr-2;G5EDD8,17.8706,19.7813,19.1413,19.4948,20.6489,21.674,21.3419,21.3666
tpxl-1;Q8WSN6,17.6998,19.4431,21.2625,20.504,21.672,21.2485,21.4145,21.8506
kri-1;G5EF18,19.4626,18.2772,16.1574,20.1607,21.4645,20.5575,21.3257,20.8553
dcar-1;G5EDI0,18.9411,18.0857,19.3638,18.4415,21.7175,20.2168,21.1773,21.5002
ent-1;G5EDJ3,23.3824,26.1186,23.3869,23.501,27.277,28.0024,25.1571,23.5894
ent-1;G5EDJ3,24.3183,24.4234,23.0046,24.6135,25.4664,25.5533,24.6309,25.7616
ent-1;G5EDJ3,25.1486,26.4231,24.8518,25.9475,21.5822,20.7429,20.9559,21.5031
dnj-25;G5EDJ6,16.4566,20.2486,19.8288,18.1492,20.5438,19.4529,20.367,21.4153
nrfl-1;X5LQ26,16.6849,15.1419,19.8925,18.6804,19.3353,21.3506,20.9305,21.8827
nrfl-1;X5LQ26,17.8273,17.952,18.1642,18.5214,20.7415,21.0012,20.8658,21.791
;G5EDM5,18.7932,19.3716,18.7024,19.0985,21.8072,21.5935,20.2463,21.8914
cnb-1;H9G2Y1,19.3821,17.3251,16.9193,19.5634,21.4241,21.4148,20.5962,21.8158
clh-1;G5EDQ0,18.847,17.9496,19.5903,20.0344,22.0681,21.7464,22.076,21.4823
cle-1;G5EDQ4,21.8414,24.0219,21.5463,21.6841,21.916,19.6329,20.8232,21.5214
cle-1;G5EDQ4,25.0128,24.8799,23.8349,23.7612,23.737,23.3949,22.1143,22.0578
;G5EDQ7,19.2727,19.448,18.2466,18.8647,21.5607,21.191,20.8702,20.4079
;G5EDQ7,20.7789,18.1472,20.2987,19.7596,21.3061,20.6053,21.0139,20.9788
sur-6;G5EDR3,20.942,19.4566,18.3224,17.3151,23.6459,23.7236,21.8289,22.7732
sur-6;G5EDR3,23.1275,22.0429,22.0893,23.0501,24.976,24.4959,23.0235,23.8901
sur-6;G5EDR3,19.599,20.9049,20.7665,18.3986,21.1493,21.1324,20.2828,21.6778
ubr-5;G5EDT9,19.4645,18.3471,15.1757,18.2188,22.9684,23.1023,22.4209,24.2367
pmr-1;G5EFK9,19.2547,19.1064,18.6814,19.9574,24.665,24.8882,20.5802,23.9474
cey-4;G5EDV3,18.3467,19.7298,19.2946,17.1318,20.193,20.0897,20.5058,21.8861
cey-4;G5EDV3,18.0352,17.6341,17.3135,18.9324,21.7115,21.4817,20.9386,20.7244
cey-4;G5EDV3,21.3612,21.6995,22.5607,23.1712,23.3068,21.2588,23.6471,24.9811
cey-4;G5EDV3,18.9587,19.0838,19.7491,19.6038,20.8019,20.866,20.255,20.9715
cey-4;G5EDV3,18.2287,18.4835,20.3503,20.7154,21.832,21.7682,20.7172,20.3653
cey-4;G5EDV3,19.4074,19.4925,16.1408,20.8591,21.0585,21.684,19.8207,20.8746
skr-7;G5EDY3,27.8972,27.3574,27.3981,26.8219,29.1778,28.1738,28.0632,29.0038
skr-7;G5EDY3,17.866,16.6329,16.422,18.6935,20.3166,20.34,20.5127,21.4265
;Q564W1,19.7849,20.9718,18.6118,18.8139,26.9137,25.8351,24.1086,25.2552
drp-1;G5EDY8,18.4353,17.7202,18.7753,18.065,21.7524,21.5983,20.4837,21.8992
cpi-1;G5EDZ9,19.0272,18.9778,20.0472,16.4461,19.2447,21.0528,20.5307,21.5281
hip-1;G5EE04,19.835,19.883,18.1142,19.5367,21.175,21.3032,21.1666,21.2085
hip-1;G5EE04,20.2469,18.947,19.2627,19.2691,21.8514,20.9851,21.1806,21.486
ccr-4;Q8I4B4,17.0632,20.4956,17.9464,17.8489,20.7132,20.8396,20.8049,21.7472
ptr-23;G5EE13,20.118,21.1211,19.9039,19.2019,25.2636,22.9221,22.4385,24.3153
cuc-1;G5EE41,18.2799,21.4417,17.825,18.4073,20.0112,20.6021,20.7217,19.3568
;G5EE62,19.5824,18.1417,19.7401,18.6876,21.6649,21.4912,19.7346,20.4484
skr-3;G5EE67,15.6767,18.8413,18.8334,17.6523,21.8946,21.7491,20.8873,20.924
skr-3;G5EE67,18.2875,18.7867,16.7638,18.6878,20.7315,20.6145,20.9248,21.307
skr-3;skr-4;G5EE67;Q9U1Y9,25.4985,25.1475,24.4991,25.6863,26.2583,26.0057,25.5534,25.7192
skr-15;G5EE88,17.4904,19.3101,18.3856,16.0983,21.136,21.7793,21.5176,20.739
nex-1;G5EEA8,17.1821,19.0128,20.2183,19.6034,21.8395,20.6996,20.4623,21.4524
nex-1;G5EEA8,19.2882,19.8929,18.0092,16.2797,23.3815,24.0935,24.5852,23.4602
nex-1;G5EEA8,17.5953,19.1121,15.4385,16.6806,21.6358,20.5347,21.2947,20.4451
dpy-14;G5EEB6,19.0575,19.0398,17.5511,18.4323,20.2586,21.1152,20.7734,21.7104
scm-1;G5EED5,25.7065,26.1693,24.7414,26.2541,29.5317,29.071,28.7795,29.4503
scm-1;G5EED5,25.7802,24.9933,24.4372,24.5356,27.9061,28.3196,26.4591,27.4311
mce-1;G5EEG4,17.4606,18.5768,16.4421,17.7547,20.8423,21.115,19.8133,20.8412
frm-1;G5EEP9,17.6655,18.5443,18.5738,18.5204,23.2558,23.1498,24.7294,23.4971
frm-1;G5EEP9,19.7199,20.5224,20.0433,19.4791,19.8961,20.5095,20.6054,21.6547
frm-1;G5EEP9,19.582,21.2863,19.3956,17.4337,22.8578,21.9888,22.1924,23.499
frm-1;G5EEP9,17.3864,21.099,17.5147,21.2367,20.9555,20.8613,21.361,21.8707
frm-1;G5EEP9,17.6696,18.7765,19.3525,20.7377,21.77,21.5535,20.9123,20.5435
;G5EEI9,17.3079,18.6231,18.6604,18.5423,20.5878,21.5805,20.5262,21.0881
msd-2;ssp-16;ssp-10;ssp-19;ssp-9;G5EEJ7;Q21289;Q23058,19.7447,21.4127,19.9792,18.0765,21.0366,21.3767,20.7486,21.1632
vglu-2;vglu-3;G5EEK1;Q10046,18.1242,19.2989,19.3318,18.8597,23.7325,24.3356,23.8549,23.4841
vglu-2;G5EEK1,18.761,18.4888,17.0865,16.9329,24.0273,23.9096,23.7182,24.0928
vglu-2;G5EEK1,20.0946,16.3811,17.907,21.1466,22.8538,22.5721,23.11,23.6241
vha-5;G5EEK9,26.2338,25.3932,25.1177,25.0277,26.4499,25.1663,25.9645,25.5117
vha-5;G5EEK9,17.4483,21.078,19.0448,19.0686,26.1056,25.4501,22.9532,24.6039
vha-5;G5EEK9,18.8195,17.6011,17.5252,19.2985,21.8353,21.3434,21.0228,21.507
vha-5;G5EEK9,24.2351,23.6504,22.5992,23.0588,23.6897,23.4788,23.3229,23.8022
hmg-11;G5EEL9,20.4297,19.0048,18.4765,19.3926,21.8728,20.5091,20.3458,21.8927
hmg-11;G5EEL9,17.2917,19.5677,16.432,21.0485,21.2948,21.7607,20.4635,21.6056
hmg-11;G5EEL9,19.2106,20.4596,20.0806,20.5773,19.9424,19.6035,19.8535,20.5053
hmg-11;G5EEL9,20.7881,18.8504,19.1477,19.0285,21.7038,21.6751,21.1852,20.606
hmg-11;G5EEL9,19.2482,19.1895,17.7674,19.7359,21.3607,21.0475,20.231,21.4593
;G5EEN7,17.6336,20.1756,18.4612,20.6239,20.3827,21.6318,21.4185,21.2412
;G5EEN7,17.3235,17.8723,16.6042,19.3768,21.763,20.703,21.1825,20.5622
alg-1;alg-2;G5EGR6;Q86B39,17.0688,18.2482,19.3819,18.3513,26.3157,25.2382,24.7401,25.3313
pud-1.2;G5EET8,20.1833,20.259,17.2274,18.5627,20.6034,19.767,20.6985,21.158
pud-1.2;G5EET8,17.5957,17.033,15.8204,19.5548,20.7733,20.3218,20.7326,21.4721
pud-1.2;G5EET8,18.2557,18.8001,19.2506,17.7991,25.652,25.3584,24.6722,24.5909
pud-1.2;G5EET8,18.3346,17.1118,18.8631,19.874,20.1417,21.7705,20.8394,20.8544
pud-1.2;G5EET8,20.2319,17.0946,19.3607,18.4278,20.9034,21.7459,20.5595,21.6394
pud-1.2;G5EET8,20.1538,18.6551,18.8543,20.1524,21.0756,21.6421,21.2829,20.5399
pud-1.2;G5EET8,25.5061,26.4027,26.5036,27.5247,28.1766,29.2867,28.2325,29.0049
pud-1.2;G5EET8,18.3124,16.9342,20.0483,20.8675,21.8589,21.7324,20.4152,21.3384
nbet-1;G5EEU1,18.8578,18.9582,18.3697,20.6885,21.9058,20.2545,20.8498,21.3277
nbet-1;G5EEU1,18.5157,16.4166,18.3605,17.3588,21.2094,21.4914,20.3235,21.549
pud-3;G5EEV5,22.0454,22.8019,21.7073,23.9686,20.8739,20.4104,20.6049,21.3706
sid-2;G5EEV9,16.9981,17.6688,16.9483,21.2885,24.5511,24.3737,22.554,24.0777
cnk-1;G5EEW9,18.6225,20.4361,19.828,18.7516,24.2387,24.8833,25.1504,26.1125
skr-12;skr-13;G5EGD5,25.9104,24.6335,24.4028,24.9358,26.5621,26.2118,26.71,26.5007
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,20.3734,21.002,21.0415,20.0565,24.2667,23.099,22.8274,23.974
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,19.1924,17.6824,16.9366,16.2531,21.4383,19.4424,19.4915,20.7551
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,18.2301,20.6659,20.0358,19.8165,21.4548,21.3713,21.5274,20.8691
;G5EF05,27.3197,27.5829,24.4139,26.275,28.0119,26.8699,28.3227,27.9649
npa-1;G5EF32,19.1972,18.1848,19.6783,18.005,21.5417,20.9259,20.6642,21.6331
npa-1;G5EF32,17.2861,20.7193,19.9846,20.1503,21.7555,19.2279,20.8728,21.5674
pat-10;G5EF37,24.0093,23.7133,21.8047,22.3111,25.4628,25.1717,24.5481,24.5463
pat-10;G5EF37,18.5899,16.458,17.6464,21.2152,22.2347,23.3688,24.2215,23.9302
;G5EF82,18.4572,18.0636,19.2636,20.718,21.9025,21.1587,21.141,20.567
swsn-1;G5EF87,17.6341,19.5774,18.2733,19.914,19.9764,21.3734,20.7879,21.5049
;G5EFC4,19.5701,16.5258,16.6322,21.3845,20.0838,21.6061,21.0255,21.4066
;G5EFD7,17.7256,16.6642,16.9693,17.0464,21.2578,20.5689,21.3291,20.579
;G5EFD7,18.4201,20.0102,20.036,20.8915,20.632,21.7841,20.5262,21.3504
;G5EFE3,21.4784,17.7634,20.4593,18.9799,22.547,22.9521,22.2617,23.4557
;G5EFF2,24.6404,23.9462,21.7438,23.469,24.4719,23.1642,23.8269,24.353
;G5EFF2,24.2276,23.7607,23.1209,25.2188,21.5156,20.8369,20.9752,20.4058
lec-5;G5EFI4,24.6431,24.6522,24.498,23.7482,20.8919,21.5021,20.9855,21.8617
lec-5;G5EFI4,18.5108,17.497,17.6984,20.8364,21.7852,20.3116,21.2639,21.7442
arf-3;arf-1.2;G5EFK4;Q10943,21.2105,17.6081,17.9344,19.1551,21.6007,20.71,20.6455,21.6905
arf-3;G5EFK4,22.9497,22.4245,24.0063,22.4399,21.3063,21.5836,21.2969,21.1641
mdf-1;G5EFM0,17.3588,19.2896,17.2146,19.3236,21.2756,21.1134,20.8809,21.1094
;G5EFP2,18.6389,18.5268,20.2784,17.1083,21.9052,20.8346,20.9745,21.6889
