geneName;Leading.proteins,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,19.3211,18.6283,17.7929,17.7645,20.8572,21.1005,21.5266,20.4866,,,
lea-1;F5GUH5,24.3025,24.7055,23.9551,25.6974,20.254,21.4854,19.9515,19.2787,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,18.6445,16.2897,16.7828,18.1681,19.821,19.2827,21.5172,20.6672,,,
lea-1;F5GUH5,19.6396,18.3529,19.7333,15.466,21.7975,22.704,21.4572,23.3792,,,
lea-1;F5GUH5,23.8217,25.7395,23.8625,22.5737,20.9402,21.8762,21.1425,21.2165,,,
lea-1;F5GUH5,15.5349,16.9526,17.845,20.0357,20.3627,21.5457,21.0648,20.2835,,,
lea-1;F5GUH5;H2FLK8,17.0325,16.7836,16.8474,17.6723,21.0545,21.8849,21.8216,20.093,,,
lea-1;F5GUH5;H2FLK8,15.5414,21.0327,19.098,15.3359,23.4186,24.4089,27.2696,24.4006,,,
lea-1;F5GUH5,17.5096,17.3465,18.3804,20.5667,20.8985,21.3318,20.4516,20.5618,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,17.5646,19.2346,18.5736,20.376,23.1031,22.9656,23.0712,20.7868,,,
lea-1;F5GUH5;H2FLK8,18.3403,18.8694,20.1627,19.1008,21.0137,19.8782,20.768,21.1812,,,
lea-1;F5GUH5;H2FLK8,17.6824,20.5169,17.7661,18.259,20.1489,21.6272,20.6154,20.4555,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,19.17,17.9868,18.2918,15.6517,19.3893,20.4472,21.0859,20.5933,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,19.8628,17.9775,16.396,16.8514,19.856,20.7126,20.72,21.074,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,19.4106,19.2899,16.0998,17.5106,19.7828,21.3799,20.9951,20.3884,,,
lea-1;F5GUH5,16.6683,18.9406,18.183,20.6137,20.4893,21.1275,21.4089,20.2303,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,20.305,21.1964,21.5357,21.7382,20.7088,21.7923,20.0592,21.3362,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,17.5226,15.8789,20.0918,18.2136,21.0052,23.5474,23.1617,22.0679,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,15.7799,16.4868,18.2904,17.0476,20.9288,21.0335,21.738,20.018,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,17.0301,18.4535,17.5712,17.503,21.0233,21.1303,21.6585,20.3881,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,20.1232,18.3735,18.3453,18.0944,20.1463,20.5766,21.0103,21.4246,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,18.2656,17.6916,17.1434,17.4029,22.5733,22.2498,23.2868,23.0305,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,18.2549,18.0341,19.1974,17.2877,20.1843,21.5453,20.7164,21.4378,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,20.296,18.3701,18.3453,16.04,19.7974,21.3139,21.7209,21.261,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,22.6875,23.8562,21.5126,22.5674,19.6806,21.6508,21.2409,22.1941,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,14.2889,18.2698,18.5462,19.7857,20.2016,21.1026,21.545,19.7442,,,
lea-1;F5GUH5;H2FLK8,16.4216,15.6642,19.5402,19.3899,20.3641,21.1661,21.8661,21.2385,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,23.2604,24.6131,24.3541,23.9212,22.8859,21.441,21.7146,23.1368,,,
lea-1;F5GUH5,17.6835,17.4721,16.1236,19.4247,20.704,21.8648,21.3522,21.4281,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,15.4551,19.1262,19.1296,17.1608,20.5895,21.9127,18.4564,18.7559,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,17.2842,17.5225,19.7556,16.4015,20.6099,19.2115,21.3366,19.1262,,,
lea-1;F5GUH5;H2FLK8,17.752,19.2292,18.0829,17.1005,20.3545,20.8769,21.4374,19.6733,,,
lea-1;F5GUH5;H2FLK8,19.6123,18.5967,19.8591,18.1805,21.0578,20.8812,21.4376,18.5263,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,15.8576,17.203,19.4688,19.7397,20.6805,21.2729,21.8814,20.1657,,,
lea-1;F5GUH5;H2FLK8;H2FLK9,20.4737,18.0376,18.2707,15.8817,20.6454,21.3524,21.324,20.3719,,,
iff-1;G1K0V8,16.7701,17.9626,17.3326,17.2143,19.7996,21.3635,20.5268,21.184,,,
iff-1;G1K0V8,17.1804,20.89,17.6616,21.6691,19.7205,21.3146,21.4483,19.5613,,,
pgp-6;pgp-7;Q1ZXU6,17.6136,15.2942,17.4128,18.0052,20.8381,21.9179,20.206,19.2636,,,
gsp-1;gsp-2;G3MU14;P48727,18.1969,16.4139,18.9248,17.2211,23.1553,24.0799,24.2504,23.1323,,,
math-33;usp-7;G3MU81,17.8894,15.9537,19.4495,18.4656,19.527,19.9907,20.4487,20.3092,,,
sec-61;G3MU88,16.6329,18.152,16.8299,19.4845,19.6961,21.6461,21.1584,20.2503,,,
sec-61;G3MU88,19.9605,20.4658,17.8436,17.9719,19.7597,19.4549,19.9067,21.1023,,,
;G4RTI0,18.6638,18.7681,18.9537,19.6357,22.3206,23.6245,23.3724,23.7725,,,
spc-1;G4S034,21.4652,20.9387,23.7074,22.1884,19.6853,21.0597,21.4391,20.9118,,,
spc-1;G4S034,21.0199,21.5835,19.0785,19.9751,19.0348,21.775,22.3421,22.4258,,,
spc-1;G4S034,17.5738,17.4035,18.8443,15.4683,21.9042,22.8536,22.6742,22.2365,,,
spc-1;G4S034,18.8481,19.082,18.798,17.1519,20.1481,19.438,21.5672,21.1794,,,
;G4S1A4,18.0994,18.4564,17.4082,18.8044,24.3862,24.041,25.7179,25.2913,,,
;G4S1A4,23.3231,24.6269,24.261,23.9056,24.9485,27.6966,27.4842,26.1017,,,
;G4S1A4,17.4874,19.5767,17.8583,14.814,18.4634,20.7715,21.5109,20.2495,,,
;G4S1A4,16.8937,17.4041,18.9265,17.7684,19.9635,21.7908,21.1171,20.8908,,,
;G4S1A4,15.7131,16.8635,18.3812,18.1206,24.296,22.6981,23.4719,21.7269,,,
;G4S1A4,16.816,15.4486,17.7639,20.4037,24.2557,25.7883,25.5714,25.1184,,,
str-176;G4S3P8,19.3097,21.5035,15.769,17.3166,22.1278,22.9808,23.3795,23.0406,,,
;Q20314,16.1656,16.8994,17.1832,16.2013,19.8769,19.8227,20.8505,21.088,,,
gei-15;G4SI07,15.8888,19.2226,19.2775,19.7673,23.5769,24.388,25.2703,23.1269,,,
gei-15;G4SI07,18.9847,17.5616,20.4233,21.5825,18.3496,21.4037,21.1458,20.1697,,,
pqn-52;G4SL51,21.1928,17.5444,16.4654,17.76,19.9513,21.9104,21.4921,20.2955,,,
ttn-1;G4SLH0,20.2677,16.1402,19.0729,17.9754,21.7835,24.5996,24.8666,23.9346,,,
ttn-1;G4SLH0,16.466,19.1249,16.4383,17.5819,20.4708,20.9035,21.6661,21.3508,,,
ttn-1;G4SLH0,19.8154,17.9645,17.2495,19.2405,20.1354,21.4085,21.2647,19.6786,,,
ttn-1;G4SLH0,16.6697,18.2991,17.8406,15.7189,25.8059,26.727,28.0567,27.77,,,
ttn-1;G4SLH0,22.5585,24.4746,23.7811,23.9075,24.2942,25.6289,26.6844,25.3033,,,
ttn-1;G4SLH0,15.4383,19.156,18.6431,18.3742,20.8491,21.6054,21.7083,20.0814,,,
;G4SPY1,16.4379,18.5909,18.433,19.9725,22.0083,23.8569,23.0159,23.4041,,,
;G4SRU7,18.1771,15.1874,20.6268,18.7577,22.8051,24.6733,23.6944,23.735,,,
glo-1;G5EBF0,17.8527,17.8221,19.3003,17.7662,21.0169,22.8644,21.7492,21.5142,,,
pud-2.1;G5EBF3,17.1453,19.197,16.8142,18.8475,22.4799,23.6809,23.7829,23.2607,,,
pud-2.1;G5EBF3,20.2121,19.2535,18.2279,20.0695,20.9002,21.272,20.4751,21.4344,,,
pud-2.1;G5EBF3,15.6648,15.9164,19.7479,19.0195,23.7034,25.4905,25.5832,25.269,,,
pud-2.1;G5EBF3,18.6262,18.0753,19.0477,18.8731,20.0727,21.5761,21.0776,19.7939,,,
pud-2.1;G5EBF3,22.3081,23.8216,22.8723,21.7057,20.4578,20.576,21.6703,20.3629,,,
pud-2.1;G5EBF3,17.7524,16.3921,19.042,15.5447,20.171,20.4904,19.99,20.5098,,,
pud-2.1;G5EBF3,18.3022,19.0755,21.6803,18.5051,19.7389,21.0516,21.8641,19.9408,,,
pud-2.1;G5EBF3,24.9374,23.5094,26.017,24.4446,23.8578,24.3076,24.0987,23.4976,,,
pud-2.1;G5EBF3,19.4646,19.2719,18.1518,19.1703,22.8904,23.3172,24.4485,23.0921,,,
pud-2.1;G5EBF3,15.9744,21.332,20.6296,20.1543,22.1063,22.9959,22.7432,23.2599,,,
pud-2.1;G5EBF3,20.0216,14.8364,18.3753,16.7343,24.1621,22.9086,22.4579,23.0699,,,
;G5EBF4,17.4327,19.0951,20.4384,17.2668,19.8797,21.1657,21.601,20.5923,,,
tat-5;G5EGE0,20.4944,17.0506,17.7802,17.6284,20.2947,20.2666,20.895,21.2041,,,
4D656;G5EBI0,17.5188,17.8604,17.856,19.2993,22.5647,21.8384,22.8298,21.2135,,,
fmo-2;G5EBJ9,17.8734,17.8922,19.6817,16.829,22.5199,24.2835,24.6204,22.076,,,
fmo-2;G5EBJ9,15.6855,15.9716,18.5973,19.0393,21.0297,21.5343,21.5988,21.1243,,,
fmo-2;G5EBJ9,22.7591,25.8692,23.896,23.1787,27.1258,25.5377,24.9788,24.1507,,,
fmo-2;G5EBJ9,23.7624,21.4636,20.8506,23.4499,20.454,20.9897,21.4866,20.371,,,
fmo-2;G5EBJ9,18.0107,17.5837,20.1351,17.1106,24.7154,25.342,25.4311,24.8503,,,
erm-1;G5EBK3,21.5878,21.53,22.5622,22.1538,19.9665,20.7805,21.7457,20.6464,,,
erm-1;G5EBK3,20.2669,19.9491,20.1353,13.7419,21.083,23.1606,22.4863,23.451,,,
erm-1;G5EBK3,16.7458,17.1394,19.1128,18.6127,19.267,21.7226,20.5414,21.3299,,,
erm-1;G5EBK3,14.6889,22.0272,17.8465,19.9223,22.8239,22.6429,22.3694,22.352,,,
erm-1;G5EBK3,14.9811,19.1032,16.4641,17.3221,20.5679,21.3977,21.3494,21.281,,,
erm-1;G5EBK3,17.6373,17.3113,18.7364,18.472,24.2089,24.9795,25.6138,23.6622,,,
erm-1;G5EBK3,19.8591,19.2174,19.8095,19.6276,24.1651,24.1078,23.0068,22.3108,,,
snf-3;G5EBN9,16.661,16.279,18.908,19.1376,23.8414,24.7116,24.556,23.5842,,,
snf-3;G5EBN9,18.1411,21.0175,16.9159,19.1872,20.3232,21.3899,21.0213,20.8718,,,
snf-3;G5EBN9,18.126,18.0708,17.6817,19.5204,20.317,20.8284,21.327,21.0295,,,
snf-3;G5EBN9,17.6533,18.8007,19.0086,17.9855,24.6222,23.5929,24.4,24.5232,,,
;G5EBP5,16.8954,18.6942,19.7103,16.5873,25.2225,23.9593,24.9783,23.5426,,,
;G5EBP5,18.6109,18.2772,16.3977,19.547,20.0526,20.2944,20.6238,21.3019,,,
;G5EBP5,24.3865,25.3441,25.2971,25.1589,20.8902,20.5215,21.4984,21.0901,,,
;G5EBP5,16.8921,18.0208,17.9894,17.0077,22.9237,24.1627,23.58,23.372,,,
;G5EBP5,18.5821,17.7694,18.4441,20.3123,26.2855,25.5856,25.9779,26.1732,,,
;G5EBP5,17.7842,21.1994,18.9874,19.0787,19.6927,21.3805,20.4212,21.1022,,,
;G5EBP5,17.5264,18.155,18.0966,18.0641,20.6485,21.4333,21.8083,21.2279,,,
;G5EBP5,18.1427,18.5455,18.9961,17.6111,20.3419,20.9672,20.172,19.6891,,,
;G5EBP5,16.7982,18.4839,18.792,15.6812,20.9429,21.3375,20.3809,20.042,,,
;G5EBP5,25.3542,26.249,26.5106,26.3604,26.0237,26.36,26.6508,26.0399,,,
;G5EBP5,25.3542,26.249,26.5106,25.521,24.5907,25.9343,26.8591,25.1521,,,
;G5EBP5,17.86,16.8955,21.1623,16.6501,20.4535,19.8459,20.6635,19.6702,,,
glc-1;G5EBR3,20.9946,16.7029,17.0542,18.3389,19.8031,20.8847,21.8632,20.879,,,
glc-1;G5EBR3,19.5212,19.7472,20.694,18.142,20.3676,21.1691,21.3507,19.6312,,,
;G5EBT8,17.662,17.1006,18.4724,18.9892,20.9554,22.5005,21.9052,22.5408,,,
lec-10;G5EBV4,20.5336,15.0662,17.2151,17.8721,20.5745,21.1886,20.6082,20.5299,,,
pgl-3;Q965J2,19.2535,16.0876,17.8611,18.5515,22.5307,23.4796,23.0443,23.4913,,,
;G5EBY4,16.5813,21.1661,19.003,18.9542,24.7549,23.8902,23.2728,22.8077,,,
phf-5;G5EBY6,19.2338,18.8828,15.8952,16.8585,19.0933,21.0588,21.0646,19.0359,,,
let-418;G5EBZ4,17.5472,21.3172,19.0285,19.4816,20.9065,21.3035,21.7079,20.6018,,,
;G5EC03,18.1298,17.4039,19.3761,20.1851,20.9433,20.6768,21.6929,20.267,,,
evl-14;G5EC05,18.6979,16.6303,17.5418,20.0771,19.8135,21.7262,21.4781,21.2886,,,
lec-9;G5EC10,20.2069,18.2132,19.1264,17.5633,19.525,21.5843,19.9981,20.9316,,,
lec-9;G5EC10,15.8293,15.853,17.5635,18.9511,20.5993,21.521,21.0781,19.0804,,,
zen-4;G5EC43,19.7041,18.3878,19.4171,16.6971,21.0195,21.6597,21.737,20.5488,,,
nrfl-1;I2HAI6;X5LQ26,19.5533,16.7592,17.3784,19.9864,24.3962,24.9846,24.5373,23.8736,,,
nrfl-1;I2HAI6;X5LQ26,19.0204,17.4741,17.0981,16.8895,20.5387,20.814,21.3127,20.7688,,,
nrfl-1;I2HAI6,16.4293,19.6065,16.222,17.7557,18.9052,21.6807,21.5865,20.5929,,,
ubql-1;G5EC78,18.0578,17.0825,18.4755,18.8541,19.5352,21.4852,21.293,21.1925,,,
ubql-1;G5EC78,25.0489,23.2708,22.8692,24.0995,22.9508,25.4451,24.6934,24.2199,,,
ubql-1;G5EC78,18.9254,17.9885,19.1952,16.4053,19.7793,21.3233,20.9741,19.8926,,,
oma-1;G5EC86,19.634,16.837,18.7727,21.4039,20.4631,19.9914,20.0053,21.3328,,,
dpy-11;G5EC91,19.0693,17.9076,19.2274,15.9544,25.1034,24.4146,25.1481,22.8374,,,
dpy-11;G5EC91,19.3386,17.927,19.4823,20.0188,26.214,23.4985,23.884,23.2736,,,
cyp-29a2;G5EC97,22.2819,22.8865,22.548,23.0094,24.7072,24.1835,23.3561,23.8785,,,
cyp-29a2;G5EC97,23.5164,23.9589,23.905,23.3364,25.9583,23.9646,23.6982,24.8935,,,
cyp-29a2;G5EC97,16.8253,18.5024,17.5008,18.6115,19.1952,19.5865,21.5585,20.7765,,,
ctps-1;G5EC98,18.1572,18.3069,20.1334,16.873,19.8579,21.5983,21.5402,20.9423,,,
usp-48;G5ECC7,15.201,16.767,18.9088,17.0288,25.0048,24.6486,25.8655,24.3353,,,
;G5ECF6,19.3541,20.7933,20.041,17.5252,24.2663,23.5188,22.9541,24.3812,,,
tac-1;G5ECG0,16.6044,17.7566,17.1389,16.8821,22.8787,20.1492,19.8849,22.3542,,,
vab-10;G5EFK7,16.2952,17.0032,18.8337,18.4926,20.1473,21.5613,20.6116,21.2969,,,
;G5ECL1,20.0193,18.1126,18.7033,17.1439,20.6915,21.7483,20.7345,20.3718,,,
dcp-66;G5ECM2,18.9154,17.983,16.9348,18.4547,20.9352,21.734,21.0992,21.1696,,,
elb-1;G5ECR7,18.0804,19.0187,18.0992,15.6479,20.5571,21.8869,19.2796,21.3577,,,
gpc-2;G5ECT6,17.8406,19.056,18.4127,16.1565,20.1269,19.9663,21.8419,18.8234,,,
gpc-2;G5ECT6,18.3919,17.0079,18.4142,17.8169,21.4937,24.4291,23.436,22.1943,,,
skr-1;G5ECU1,17.4073,17.8562,19.8977,17.4424,22.2246,23.1844,23.3009,22.1961,,,
dlg-1;G5ECY0,24.3757,24.8465,24.1452,22.7128,20.6894,21.3664,20.5708,21.2669,,,
dlg-1;G5ECY0,18.373,18.023,20.9134,18.2303,20.8214,21.7054,21.0455,20.8503,,,
skr-8;G5ECY4,25.2469,26.3281,26.4159,24.6788,26.0156,26.7172,27.3918,25.7192,,,
skr-8;G5ECY4,19.7197,19.3695,18.4901,18.4819,20.8633,20.8275,21.3031,18.9016,,,
chn-1;G5ECY6,18.6795,19.8376,20.0277,18.3239,20.467,21.3938,19.5175,21.2256,,,
chn-1;G5ECY6,19.4043,19.733,21.0494,17.3931,23.0049,24.7311,24.0495,22.766,,,
unc-44;G5ECZ1;Q17490,16.5762,18.9436,18.3294,19.2986,19.4833,20.3588,20.9357,20.9127,,,
unc-44;G5ECZ1;Q17490,26.3802,25.3716,26.5975,27.3483,20.6329,21.1722,19.7912,20.2358,,,
unc-44;G5ECZ1;Q17490,20.3915,16.911,17.8607,17.7053,20.5062,21.9332,22.4395,20.9091,,,
unc-44;G5ECZ1;Q17490,16.7973,19.2062,16.5055,16.6052,22.4415,22.8606,23.2582,22.7088,,,
;H9G337,19.0504,17.6053,17.6862,18.524,23.4379,23.1766,21.9895,23.4049,,,
vab-9;G5ED30,17.6957,18.9742,15.9324,18.0102,25.3755,23.3403,23.4193,23.9332,,,
fat-5;G5ED44,19.5706,21.2845,18.2981,17.3998,19.7025,20.501,20.1373,20.4306,,,
eea-1;Q5FC45,21.7781,23.6974,24.1099,22.7694,19.9295,20.9817,21.8246,21.4189,,,
eea-1;Q5FC45,17.9215,18.3816,17.7664,16.5279,24.0945,24.8214,25.1016,23.018,,,
eea-1;Q5FC45,26.2377,26.4723,23.0152,25.7245,27.2632,27.4559,28.4323,26.1803,,,
;G5ED91,14.7339,21.6375,19.715,19.397,23.1963,23.9835,23.982,23.9059,,,
unc-25;G5EDB7,31.6121,25.9512,27.2728,30.4289,28.7332,31.8386,31.6127,30.8483,,,
tba-4;tba-1;tba-2;mec-12;tba-9;G5EDD4;O18688;P34690;P91910,17.8417,17.489,16.2688,19.2913,22.0773,25.271,23.6147,23.2281,,,
tba-4;tba-1;tba-2;mec-12;G5EDD4;O18688;P34690;P91910,23.6692,25.5572,25.5158,25.1942,24.9118,27.104,27.7926,26.3254,,,
skr-2;G5EDD8,16.3282,16.8508,20.5154,16.107,20.1466,21.6994,20.1823,21.2151,,,
skr-2;G5EDD8,16.8932,15.9095,19.684,19.2489,20.2196,20.6263,20.9676,19.7811,,,
skr-2;G5EDD8,18.6362,18.3458,21.5942,19.454,22.5068,23.2878,23.2607,22.5795,,,
tpxl-1;Q8WSN6,18.087,18.7657,17.2309,18.6088,20.284,21.5131,20.8336,21.2368,,,
kri-1;G5EF18,16.7401,20.4396,21.1661,17.7583,23.3385,25.7278,25.6056,24.5081,,,
dcar-1;G5EDI0,16.586,18.9682,19.6041,16.5865,19.579,21.9115,21.0449,20.5618,,,
ent-1;G5EDJ3,18.2153,17.4394,18.6054,17.2063,26.8239,27.0495,26.7856,27.0194,,,
ent-1;G5EDJ3,24.3143,24.3408,19.5819,23.3299,25.1295,24.3244,23.7508,23.7996,,,
ent-1;G5EDJ3,19.109,20.1344,19.8419,19.0588,19.6056,21.5638,21.7223,21.3633,,,
dnj-25;G5EDJ6,24.6763,23.1279,23.9032,24.429,23.8928,25.2727,24.286,23.5553,,,
nrfl-1;X5LQ26,17.5544,19.8782,17.1962,18.9165,19.6221,21.2409,21.0762,20.2124,,,
nrfl-1;X5LQ26,19.2964,19.864,16.3987,16.7333,23.354,25.6169,25.0346,23.7614,,,
;G5EDM5,21.1298,15.3598,16.2872,17.248,20.4668,21.1898,20.5235,20.0108,,,
cnb-1;H9G2Y1,19.6432,19.6736,16.2261,18.0784,20.7287,21.0864,21.3558,21.0826,,,
clh-1;G5EDQ0,17.6815,18.2709,14.5687,19.5464,20.7512,21.183,21.3496,20.7334,,,
cle-1;G5EDQ4,17.4535,19.4214,16.5112,21.4467,20.7283,21.1397,21.1056,21.395,,,
cle-1;G5EDQ4,16.9362,17.9633,16.7407,16.2658,20.6069,21.2466,19.7479,19.9134,,,
;G5EDQ7,18.1915,15.0755,17.0998,18.6087,22.24,23.7079,23.9191,24.2924,,,
;G5EDQ7,17.7946,18.3994,19.8557,20.5097,23.863,26.2148,26.1762,25.5617,,,
sur-6;G5EDR3,17.8771,16.3467,17.7173,16.5967,23.3856,23.8171,24.01,22.0438,,,
sur-6;G5EDR3,23.2493,24.1414,23.6534,26.0849,22.5013,22.5236,21.6352,21.1612,,,
sur-6;G5EDR3,18.8897,16.5447,18.8302,17.8026,20.9926,21.6274,21.4872,21.1683,,,
ubr-5;G5EDT9,17.9623,19.6838,18.0198,18.1262,20.9788,20.6676,21.7956,20.2436,,,
pmr-1;G5EFK9,24.1637,23.8829,27.1624,23.7638,23.5189,24.8866,23.6586,23.9639,,,
cey-4;G5EDV3,17.108,18.8673,17.3629,16.0212,20.2235,21.3177,20.9693,19.8844,,,
cey-4;G5EDV3,19.4071,20.0168,18.1931,18.0889,17.7367,20.2513,21.5247,20.4705,,,
cey-4;G5EDV3,17.5106,15.0691,17.8133,17.7601,22.5501,24.0475,23.6307,24.7166,,,
cey-4;G5EDV3,16.8482,19.0535,15.749,18.7285,20.5496,21.9109,21.492,19.7483,,,
cey-4;G5EDV3,17.4721,18.5478,20.4755,19.2712,20.9623,20.5888,20.0021,21.2233,,,
cey-4;G5EDV3,19.4522,20.045,16.1206,18.7458,19.992,21.4195,21.7008,21.2996,,,
skr-7;G5EDY3,26.5898,25.9976,27.0426,25.6743,27.1624,27.4342,28.3679,26.2315,,,
skr-7;G5EDY3,18.0989,17.8566,19.254,18.3443,20.4619,21.684,21.0193,19.5561,,,
;Q564W1,18.412,18.7314,16.6844,18.1472,19.8692,21.369,20.9682,19.6529,,,
drp-1;G5EDY8,17.7611,17.7951,16.6668,19.2674,19.9313,20.324,21.4849,21.087,,,
cpi-1;G5EDZ9,17.8833,18.7652,16.9817,16.3224,19.7283,20.5371,21.3873,21.1496,,,
hip-1;G5EE04,14.619,16.7875,19.9964,17.3125,20.9885,21.5346,20.4109,20.913,,,
hip-1;G5EE04,17.2155,16.8959,17.2333,18.357,20.7415,23.9885,23.4791,22.8014,,,
ccr-4;Q8I4B4,14.9189,16.917,19.5415,19.8144,20.5083,21.3879,21.6638,21.2035,,,
ptr-23;G5EE13,19.8989,19.3275,16.9485,19.9227,23.2446,24.2444,24.37,23.0385,,,
cuc-1;G5EE41,19.4227,17.6439,17.0219,15.2206,22.2674,22.0604,22.0064,21.972,,,
;G5EE62,18.813,15.8737,16.6608,19.4736,20.8131,21.1716,20.1406,21.4475,,,
skr-3;G5EE67,19.4698,21.375,19.1633,17.0799,21.713,21.5917,22.0301,19.3219,,,
skr-3;G5EE67,15.3058,18.0855,18.049,18.7524,19.0191,21.1776,19.6359,20.8936,,,
skr-3;skr-4;G5EE67;Q9U1Y9,18.4087,20.8079,21.2918,18.6618,26.667,25.3909,25.7768,24.8622,,,
skr-15;G5EE88,17.1688,16.9666,17.4741,20.1307,19.4989,21.4793,21.2737,20.4023,,,
nex-1;G5EEA8,19.8631,17.5705,19.7322,18.8951,20.6846,20.7726,18.7395,21.006,,,
nex-1;G5EEA8,17.4785,20.5127,16.9105,16.7729,23.525,22.7655,23.4668,21.5753,,,
nex-1;G5EEA8,20.2489,19.9313,18.7976,16.6704,20.5237,20.4115,21.7157,21.3085,,,
dpy-14;G5EEB6,20.0043,19.0149,15.7161,19.7142,20.6484,21.7785,19.914,20.5887,,,
scm-1;G5EED5,26.5273,27.2882,24.0987,26.955,26.0035,28.4762,27.8468,26.9546,,,
scm-1;G5EED5,26.3877,25.0247,23.4277,25.8405,24.6315,27.2941,27.7108,26.4038,,,
mce-1;G5EEG4,17.5045,17.8767,20.361,16.7525,19.8952,21.2612,20.9745,19.8769,,,
frm-1;G5EEP9,17.5544,20.5664,18.0237,19.1569,21.0233,21.5883,20.7255,20.1593,,,
frm-1;G5EEP9,17.5214,18.6658,19.0712,17.9605,20.92,21.6747,20.128,20.0024,,,
frm-1;G5EEP9,15.5164,18.8061,17.9346,18.6745,20.8322,18.9358,21.6217,20.8685,,,
frm-1;G5EEP9,19.0417,18.8059,19.0471,16.1733,20.6844,20.2622,20.6553,20.1645,,,
frm-1;G5EEP9,20.4275,19.8312,17.1347,15.6413,19.6142,20.9689,21.668,20.7695,,,
;G5EEI9,18.8716,19.5163,20.6672,15.4842,20.8566,20.7978,21.5823,20.3304,,,
msd-2;ssp-16;ssp-10;ssp-19;ssp-9;G5EEJ7;Q21289;Q23058,18.8667,17.5799,19.2005,18.9483,20.2055,21.6789,20.9194,20.7153,,,
vglu-2;vglu-3;G5EEK1;Q10046,17.432,18.0299,19.6851,15.4407,24.8099,22.4331,22.3615,21.5833,,,
vglu-2;G5EEK1,18.9176,20.0576,17.5777,17.8806,22.9878,23.3557,23.373,24.2917,,,
vglu-2;G5EEK1,18.8772,17.0639,19.8633,16.3623,20.7483,20.2577,21.336,19.3629,,,
vha-5;G5EEK9,24.5563,25.2271,22.7263,25.3338,24.1629,25.5059,25.7599,23.4353,,,
vha-5;G5EEK9,16.8613,18.3813,19.196,18.8985,24.3951,24.747,23.1698,24.2107,,,
vha-5;G5EEK9,16.9097,19.6331,20.0407,18.9878,24.3951,26.7174,26.4715,25.9821,,,
vha-5;G5EEK9,18.2825,18.8114,17.7444,17.5957,24.3252,24.6405,25.2036,25.2309,,,
hmg-11;G5EEL9,15.417,16.955,17.4851,17.8824,21.1055,20.9092,21.6634,19.7028,,,
hmg-11;G5EEL9,18.2336,20.3968,17.3133,17.6881,19.511,20.9074,21.6191,19.9232,,,
hmg-11;G5EEL9,16.8324,17.9122,19.5272,17.0889,23.5671,24.0035,24.5989,23.9125,,,
hmg-11;G5EEL9,18.7895,17.9164,17.7657,18.8144,19.6893,21.7517,21.37,20.8199,,,
hmg-11;G5EEL9,18.9503,17.307,18.5431,19.0198,19.9159,19.379,19.7469,18.8278,,,
;G5EEN7,16.6151,20.4184,18.0535,19.0735,22.8075,23.577,25.1964,23.7406,,,
;G5EEN7,20.0156,19.4493,18.0178,17.2569,23.618,25.0016,25.1964,24.5822,,,
alg-1;alg-2;G5EGR6;Q86B39,25.2889,24.1456,24.2746,24.8971,22.2782,25.6299,24.2262,25.0792,,,
pud-1.2;G5EET8,17.2168,20.9389,18.9585,17.0693,20.0913,19.1331,21.2255,19.7818,,,
pud-1.2;G5EET8,20.4307,19.1232,17.592,16.668,20.0977,20.6774,19.9306,19.8509,,,
pud-1.2;G5EET8,20.2578,18.3458,16.5692,18.7416,25.53,24.904,25.2903,24.8092,,,
pud-1.2;G5EET8,17.886,18.3641,20.2201,19.1739,20.8222,21.7017,20.4292,20.3468,,,
pud-1.2;G5EET8,17.8634,19.8473,21.6072,19.1492,20.3661,21.8954,20.1408,20.4401,,,
pud-1.2;G5EET8,17.3079,18.2388,17.3581,17.8641,18.7645,20.711,18.3721,20.6236,,,
pud-1.2;G5EET8,22.4192,26.7693,24.4028,25.5469,25.4721,30.715,30.2841,29.1003,,,
pud-1.2;G5EET8,17.0166,16.1409,18.5908,18.061,20.9019,19.9423,21.5909,20.3051,,,
nbet-1;G5EEU1,17.9971,15.6457,16.8764,19.1752,21.089,21.4681,21.3407,19.2822,,,
